A,B,C,D,Volume,Area,Area_Formula,Volume_Formula,Peso,Densidade_arquimedes,Densidade_imagem,Densidade_formula,Classe
58.58,44.45,32.80,25.78,59.08,74.16,75.64,60.60,56.70,1084.03,959.79,935.66,1
63.96,46.85,34.98,28.98,71.04,84.14,86.29,73.50,66.10,1081.44,930.42,899.32,1
58.93,45.10,33.74,25.19,60.61,75.39,77.41,62.77,55.60,1077.45,917.41,885.75,1
54.45,45.17,29.60,24.85,51.66,68.84,73.09,58.19,53.40,1078.81,1033.59,917.73,1
55.39,43.83,30.95,24.45,53.16,68.93,71.27,55.72,48.80,1075.11,917.91,875.77,0
63.47,46.16,33.88,29.59,69.40,82.84,84.21,70.81,65.80,1076.53,948.09,929.30,0
60.22,45.67,33.38,26.84,64.34,78.39,79.88,65.78,62.80,1078.73,976.04,954.73,1
60.15,44.80,31.94,28.21,61.49,76.30,77.89,63.22,59.30,1077.99,964.35,938.05,1
58.77,45.88,31.00,27.77,62.71,77.06,78.82,64.77,56.60,1077.99,902.54,873.90,1
56.57,47.27,31.94,24.62,64.39,77.95,79.65,66.18,57.10,1075.20,886.76,862.77,1
60.15,45.33,33.24,26.91,62.86,77.38,79.05,64.70,57.40,1078.82,913.19,887.12,0
60.81,44.98,34.19,26.62,62.60,77.19,78.98,64.42,59.40,1077.84,948.82,922.05,1
57.28,44.91,30.78,26.49,57.89,72.95,75.30,60.49,56.80,1075.64,981.14,938.93,1
57.36,43.78,29.43,27.93,55.67,71.26,73.00,57.57,54.20,1075.38,973.52,941.54,1
56.34,44.03,32.44,23.90,55.39,70.82,72.63,57.19,51.10,1082.76,922.57,893.57,1
58.90,45.82,31.45,27.46,61.08,75.74,78.85,64.76,55.50,1081.82,908.71,856.95,1
58.40,46.78,30.10,28.30,60.85,76.59,80.39,66.92,59.70,1081.32,981.17,892.08,1
61.54,47.48,31.65,29.88,69.44,82.47,85.15,72.63,64.30,1080.33,926.00,885.33,0
63.62,46.52,33.96,29.66,70.47,83.73,85.18,72.09,67.30,1081.57,954.97,933.51,1
60.70,43.91,33.89,26.81,59.82,74.79,76.55,61.27,57.40,1074.77,959.62,936.86,1
58.15,44.76,32.86,25.29,59.59,74.57,75.90,61.01,54.70,1076.74,918.01,896.57,1
64.14,46.55,32.94,31.20,70.25,83.66,85.75,72.76,63.20,1074.51,899.64,868.64,1
56.94,44.16,28.60,28.34,50.41,68.04,73.37,58.14,55.70,1077.30,1105.02,958.10,0
58.81,44.23,32.94,25.87,58.84,73.96,75.41,60.25,55.40,1077.76,941.54,919.49,1
59.17,42.63,33.59,25.59,55.49,71.21,72.41,56.31,53.20,1079.14,958.68,944.78,1
60.87,45.80,32.44,28.43,64.30,78.57,80.78,66.85,60.90,1079.54,947.15,910.94,1
60.57,45.44,33.55,27.02,63.60,78.11,79.72,65.49,59.30,1077.99,932.45,905.54,1
61.09,43.95,32.71,28.39,55.65,75.78,77.00,61.80,55.90,1074.92,1004.56,904.50,1
58.77,44.96,34.90,23.87,57.96,74.50,77.01,62.21,57.80,1076.20,997.19,929.14,1
63.30,45.98,35.17,28.14,66.84,80.95,83.68,70.07,62.60,1084.63,936.61,893.33,1
56.16,44.13,30.08,26.09,54.57,69.91,72.59,57.27,53.20,1076.95,974.90,928.93,0
61.67,44.55,34.98,26.69,63.22,77.94,78.91,64.09,60.40,1080.27,955.43,942.37,1
60.16,46.63,32.59,27.57,65.82,79.91,81.89,68.50,62.80,1084.33,954.18,916.78,1
58.77,46.68,34.07,24.69,63.48,77.85,80.67,67.06,60.70,1079.83,956.14,905.14,1
59.70,44.16,31.12,28.59,57.68,73.10,76.07,60.96,54.30,1079.51,941.37,890.76,1
58.99,44.88,34.26,24.72,59.70,74.81,77.02,62.22,56.60,1075.94,948.06,909.69,1
58.61,45.03,30.92,27.68,60.89,75.56,76.84,62.21,59.30,1077.99,973.95,953.18,1
59.47,46.42,31.10,28.37,64.17,78.02,80.71,67.11,63.50,1075.94,989.54,946.22,1
57.31,43.76,30.65,26.66,55.28,70.92,72.92,57.46,53.10,1081.51,960.56,924.16,1
57.94,44.64,34.12,23.82,58.95,73.66,75.50,60.46,54.20,1077.52,919.50,896.40,1
59.60,46.27,30.45,29.16,61.47,76.56,80.51,66.82,59.40,1079.80,966.35,888.90,1
60.90,46.30,33.71,27.18,65.97,79.80,81.93,68.34,62.70,1078.87,950.47,917.42,1
61.45,43.39,34.35,27.10,58.78,74.20,76.18,60.59,58.90,1076.60,1002.03,972.08,1
56.28,44.45,31.03,25.25,56.52,71.79,73.38,58.22,56.70,1075.79,1003.13,973.89,1
58.00,46.02,32.95,25.05,61.94,76.43,78.42,64.31,59.90,1077.12,967.08,931.44,1
58.65,47.03,31.09,27.55,66.18,79.65,81.19,67.92,61.30,1077.07,926.23,902.53,1
61.23,44.85,35.54,25.69,60.67,77.67,79.17,64.50,61.00,1079.40,1005.36,945.76,0
63.98,45.92,34.63,29.35,69.81,83.27,84.22,70.66,65.90,1079.94,944.03,932.69,1
61.47,45.42,32.35,29.12,65.07,79.08,80.55,66.41,63.60,1079.47,977.36,957.68,1
59.70,44.91,31.85,27.85,61.90,76.28,77.68,63.05,61.10,1079.25,987.12,969.13,1
63.36,46.36,32.94,30.42,68.10,81.74,84.54,71.30,65.90,1083.50,967.65,924.24,1
58.86,45.03,30.18,28.68,59.89,74.77,77.08,62.48,56.90,1075.50,950.08,910.73,1
55.12,43.06,31.47,23.65,49.38,66.09,69.47,53.50,51.80,1079.26,1048.94,968.14,1
62.17,46.55,32.44,29.73,68.12,81.67,83.73,70.53,64.60,1079.91,948.28,915.98,1
56.94,43.64,31.12,25.82,54.86,70.36,72.35,56.79,53.90,1080.16,982.47,949.12,1
58.69,44.14,31.62,27.07,58.34,73.41,75.07,59.88,56.50,1076.09,968.51,943.49,1
58.22,44.66,31.12,27.10,58.34,73.45,75.69,60.80,56.30,1078.45,964.95,926.05,0
59.75,43.69,32.13,27.62,56.38,72.31,75.14,59.73,57.40,1082.90,1018.03,961.01,0
58.45,41.89,34.12,24.34,53.04,69.15,70.25,53.72,51.80,1065.91,976.53,964.31,1
62.72,44.55,34.53,28.19,63.05,77.84,79.90,65.17,58.10,1069.81,921.54,891.55,1
59.82,44.20,34.07,25.75,59.75,75.00,76.35,61.19,56.70,1069.69,948.96,926.58,1
58.68,44.08,32.47,26.22,56.81,72.37,74.95,59.70,53.00,1070.73,932.93,887.71,1
62.34,44.94,33.82,28.51,64.45,79.03,80.39,65.93,58.10,1060.03,901.44,881.18,0
64.79,48.67,32.52,32.27,79.00,89.94,91.32,80.37,69.20,1059.23,875.99,861.01,1
60.45,46.91,33.87,26.59,66.27,79.70,82.84,69.65,60.00,1065.48,905.42,861.45,1
61.50,46.44,34.63,26.87,66.65,80.37,82.88,69.45,62.90,1076.74,943.80,905.66,1
57.41,43.33,30.95,26.46,54.48,70.27,72.15,56.45,56.10,1066.43,1029.65,993.82,0
58.39,45.36,30.83,27.56,61.08,75.18,77.34,62.90,60.20,1072.85,985.53,957.02,0
59.29,45.23,31.92,27.37,60.01,74.94,77.97,63.51,58.30,1067.59,971.57,917.92,1
58.18,44.08,31.00,27.18,56.28,72.60,74.44,59.20,53.80,1069.57,955.94,908.83,1
61.25,46.62,32.02,29.23,66.78,81.15,82.97,69.72,60.20,1065.24,901.41,863.44,1
57.19,46.87,30.75,26.44,63.70,77.84,79.38,65.79,57.30,1074.91,899.51,870.95,1
60.43,48.37,32.24,28.18,69.24,83.53,86.00,74.01,66.70,1070.20,963.28,901.18,1
59.77,47.98,34.92,24.85,70.57,83.04,84.56,72.03,65.80,1066.05,932.47,913.45,1
59.02,43.96,32.15,26.87,57.84,73.21,75.01,59.73,58.60,1069.16,1013.07,981.13,1
56.77,45.23,32.67,24.10,59.78,74.41,75.55,60.82,59.90,1069.41,1002.08,984.92,1
61.65,47.07,32.44,29.20,69.27,82.50,84.36,71.51,64.20,1059.03,926.84,897.76,0
61.00,48.46,34.38,26.62,73.05,84.95,86.87,75.00,65.20,1068.47,892.48,869.35,1
59.25,46.85,29.89,29.36,63.94,78.12,81.41,68.11,58.60,1067.20,916.43,860.42,1
60.91,44.98,31.84,29.08,62.48,77.35,79.02,64.52,60.30,1068.91,965.09,934.58,1
58.08,44.53,31.17,26.91,58.16,73.28,75.28,60.30,62.40,1066.36,1072.99,1034.82,0
59.54,45.23,34.92,24.62,62.06,76.57,78.33,63.78,61.70,1067.19,994.26,967.40,1
58.00,43.19,29.87,28.14,55.12,70.89,72.40,56.66,54.00,1069.29,979.69,952.98,1
62.97,45.79,32.86,30.10,66.09,80.34,82.86,69.13,62.50,1071.74,945.69,904.10,1
63.51,48.62,35.07,28.44,76.68,88.09,89.88,78.61,68.10,1070.30,888.15,866.30,1
56.89,43.56,34.24,22.65,55.80,71.33,72.25,56.51,57.40,1066.76,1028.69,1015.81,0
59.04,44.48,32.67,26.37,60.52,75.40,76.15,61.17,58.30,1063.68,963.24,953.11,1
57.49,46.44,30.88,26.60,62.86,76.84,78.75,64.92,59.90,1065.60,952.84,922.70,0
63.26,44.64,35.70,27.55,63.73,78.28,80.67,66.01,61.30,1062.11,961.81,928.68,0
62.19,45.39,35.37,26.82,64.85,78.93,81.28,67.10,61.30,1062.11,945.31,913.57,1
63.30,44.98,33.40,29.90,64.95,79.56,81.41,67.07,61.10,1071.67,940.78,911.05,1
60.23,46.27,31.49,28.74,65.10,78.83,81.16,67.53,60.50,1074.36,929.37,895.88,1
60.42,46.78,31.84,28.58,61.46,77.13,82.46,69.24,60.40,1068.78,982.77,872.39,1
62.94,48.62,31.75,31.20,69.65,83.94,89.21,77.89,71.70,1069.61,1029.40,920.49,0
62.80,46.19,34.29,28.51,60.39,78.29,83.61,70.15,63.50,1068.68,1051.58,905.21,0
63.14,45.55,35.71,27.43,63.42,79.24,82.57,68.59,62.00,1063.16,977.57,903.90,1
57.91,45.30,29.48,28.43,59.36,74.15,76.72,62.22,56.40,1070.10,950.20,906.43,1
56.56,45.23,30.56,26.00,58.98,73.78,75.26,60.57,54.40,1070.83,922.33,898.07,1
64.05,46.73,33.17,30.88,71.02,84.14,86.08,73.23,63.30,1072.55,891.35,864.37,1
58.10,47.84,30.26,27.85,60.16,77.71,82.38,69.61,61.40,1067.55,1020.59,882.00,1
59.53,45.08,33.93,25.61,57.77,75.80,77.96,63.36,58.10,1067.84,1005.70,916.98,1
59.90,46.07,33.21,26.69,63.40,77.74,80.43,66.58,59.20,1070.32,933.70,889.20,1
58.51,45.62,31.66,26.84,61.73,76.08,78.02,63.75,58.90,1070.71,954.16,923.97,1
61.35,45.52,34.71,26.64,64.46,78.68,80.72,66.57,62.20,1062.94,964.99,934.29,1
61.79,45.73,34.17,27.62,65.16,79.36,81.58,67.65,60.30,1068.91,925.39,891.29,0
60.20,47.12,33.52,26.69,68.22,81.44,83.04,70.00,60.20,1070.94,882.45,860.06,0
61.06,47.00,31.67,29.39,63.12,80.55,83.59,70.62,63.60,1073.99,1007.59,900.62,1
60.19,47.66,30.10,30.09,66.03,79.96,84.15,71.58,64.20,1069.64,972.33,896.88,1
60.27,46.46,31.90,28.37,60.42,77.86,81.61,68.12,60.00,1065.48,992.98,880.86,1
59.56,46.00,31.42,28.14,64.21,78.21,79.89,65.99,62.60,1075.30,975.00,948.61,1
61.97,45.85,33.27,28.71,66.53,80.51,82.00,68.22,64.70,1070.82,972.43,948.47,1
60.10,47.04,34.71,25.39,67.45,80.76,82.82,69.65,63.70,1072.05,944.44,914.60,1
61.22,46.92,32.37,28.85,68.17,81.19,83.60,70.58,60.80,1075.86,891.86,861.47,1
58.90,45.62,29.83,29.08,62.10,76.31,78.39,64.18,58.60,1075.05,943.66,913.00,1
58.79,43.46,30.40,28.39,47.98,66.93,73.71,58.15,55.00,1063.76,1146.32,945.81,1
59.92,46.89,31.85,28.07,65.26,79.02,82.21,69.00,61.60,1074.77,943.99,892.73,1
58.97,45.92,31.88,27.09,62.59,76.82,79.14,65.12,59.50,1077.70,950.63,913.70,1
58.36,43.03,30.67,27.68,55.35,71.18,72.41,56.58,65.10,1066.83,1176.09,1150.52,0
58.04,44.98,31.67,26.37,59.62,74.50,76.21,61.49,57.00,1077.39,956.02,926.96,0
57.25,46.46,32.88,24.37,58.64,74.94,78.64,64.71,57.30,1070.89,977.15,885.51,1
61.01,47.40,33.05,27.96,63.08,78.31,84.46,71.77,64.40,1072.97,1020.98,897.35,1
64.69,45.57,32.74,31.94,60.46,79.40,84.11,70.35,65.80,1071.26,1088.27,935.34,1
65.51,47.96,32.88,32.63,72.03,86.18,90.42,78.90,70.70,1070.69,981.53,896.12,1
61.87,44.28,35.23,26.64,61.81,76.78,78.52,63.52,58.50,1063.44,946.46,921.03,1
59.40,44.83,33.74,25.66,60.36,75.29,77.27,62.50,58.00,1075.91,960.95,927.97,1
60.13,44.53,32.94,27.18,60.39,75.43,77.30,62.42,57.50,1074.63,952.18,921.17,1
56.29,46.00,30.15,26.14,54.14,72.76,76.62,62.37,58.80,1072.80,1086.01,942.71,1
59.65,45.87,30.33,29.33,56.51,76.58,79.68,65.72,61.70,1069.04,1091.85,938.87,1
59.88,48.81,32.47,27.41,73.03,84.99,86.43,74.70,64.30,1057.19,880.45,860.75,1
58.47,46.94,32.88,25.59,66.93,80.10,80.88,67.46,57.40,1068.75,857.67,850.92,0
57.73,44.19,31.38,26.35,58.07,73.17,74.25,59.04,57.80,1066.26,995.42,978.98,0
58.90,45.08,32.74,26.16,61.48,76.08,77.29,62.67,57.30,1070.89,932.00,914.33,1
61.35,45.03,32.94,28.41,64.03,78.46,79.57,65.12,61.90,1072.50,966.69,950.49,0
59.48,42.18,34.65,24.84,55.19,71.12,71.79,55.41,52.30,1060.88,947.70,943.94,0
59.72,46.66,32.38,27.34,65.73,79.38,81.50,68.07,59.00,1076.45,897.60,866.71,1
60.06,47.75,33.92,26.14,69.92,82.57,84.30,71.69,60.60,1078.05,866.72,845.27,1
62.72,46.82,33.64,29.08,70.54,83.74,84.92,71.98,62.80,1071.36,890.24,872.45,1
58.27,43.39,29.54,28.73,56.38,72.05,73.06,57.45,56.30,1066.17,998.58,980.05,0
61.87,45.23,33.86,28.02,63.84,78.21,80.55,66.26,59.90,1071.33,938.29,903.97,1
60.48,44.43,31.12,29.37,60.73,75.72,77.40,62.50,57.50,1074.63,946.76,919.96,0
59.93,47.09,33.46,26.46,66.27,79.84,82.70,69.60,59.10,1072.40,891.83,849.19,1
57.63,45.33,31.94,25.69,60.84,75.38,76.55,62.00,54.10,1073.40,889.18,872.63,1
69.00,47.49,37.87,31.14,70.90,83.46,93.07,81.48,62.00,1072.37,874.45,760.89,1
59.67,44.63,32.85,26.82,60.85,75.45,77.08,62.24,56.00,1064.53,920.23,899.75,0
61.54,45.73,32.13,29.41,64.68,78.86,81.29,67.38,59.60,1071.73,921.50,884.50,1
58.69,44.89,30.84,27.85,60.04,74.70,76.64,61.94,56.60,1080.05,942.67,913.85,1
62.78,46.21,33.90,28.89,68.63,82.05,83.63,70.20,63.00,1069.29,917.99,897.47,1
60.26,45.13,33.77,26.49,63.51,77.67,78.76,64.27,57.30,1074.91,902.26,891.58,1
60.69,46.39,32.34,28.35,59.44,76.81,81.90,68.40,62.90,1073.06,1058.17,919.60,1
59.42,45.89,29.84,29.59,54.85,72.04,79.51,65.54,61.30,1080.87,1117.65,935.35,1
64.84,44.23,32.94,31.90,65.57,80.30,81.27,66.43,64.40,1071.19,982.14,969.46,0
63.10,46.27,33.19,29.90,64.37,81.98,84.07,70.74,65.10,1073.88,1011.41,920.30,1
58.91,46.73,33.06,25.85,59.55,81.57,80.86,67.35,60.30,1072.72,1012.65,895.32,1
61.39,47.36,32.82,28.57,54.55,74.84,84.77,72.11,64.10,1075.16,1175.08,888.96,1
59.31,45.25,31.67,27.64,56.05,72.80,78.03,63.59,57.90,1072.06,1033.06,910.46,1
58.42,44.13,33.34,25.09,51.12,69.41,74.84,59.58,56.60,1073.89,1107.28,950.01,1
56.99,43.94,31.38,25.60,54.58,71.29,73.02,57.62,57.30,1074.91,1049.83,994.49,1
56.25,45.21,29.90,26.35,59.51,74.12,74.92,60.21,58.10,1069.81,976.29,964.97,0
57.29,44.23,31.67,25.62,57.32,72.46,73.92,58.69,62.50,1071.74,1090.35,1064.84,0
58.96,46.82,29.85,29.11,62.53,77.20,81.04,67.67,59.90,1069.41,958.02,885.14,1
58.89,44.76,33.40,25.50,55.65,73.72,76.64,61.79,57.70,1068.36,1036.89,933.77,0
61.75,44.19,35.15,26.60,62.17,77.04,78.22,63.15,62.20,1073.97,1000.52,985.02,1
57.06,44.01,29.41,27.66,55.84,71.38,73.18,57.86,57.60,1072.48,1031.56,995.49,1
59.47,44.18,33.12,26.35,59.56,74.63,75.92,60.76,58.50,1073.22,982.18,962.74,0
57.72,44.68,31.38,26.34,54.73,71.38,75.25,60.32,54.20,1071.12,990.26,898.55,1
59.45,47.67,30.10,29.35,63.80,78.85,83.42,70.75,62.40,1073.71,978.09,881.98,1
61.14,45.94,33.76,27.38,60.48,79.50,81.39,67.57,60.90,1071.93,1007.02,901.30,1
61.59,44.45,33.58,28.02,61.97,77.04,78.57,63.71,60.50,1074.36,976.27,949.56,1
57.94,44.14,31.37,26.57,57.58,72.65,74.34,59.12,56.70,1073.75,984.67,959.09,1
60.88,46.61,34.82,26.06,67.65,80.40,82.65,69.26,64.80,1072.48,957.93,935.62,1
58.99,46.90,31.25,27.74,64.80,78.74,81.26,67.94,60.50,1072.45,933.65,890.47,1
59.29,47.02,29.82,29.47,62.55,78.32,81.82,68.63,62.10,1070.39,992.81,904.80,1
60.33,45.25,33.19,27.14,63.84,78.21,79.07,64.69,61.70,1074.64,966.50,953.82,0
61.83,47.25,32.17,29.66,69.26,82.36,84.95,72.27,65.50,1073.38,945.67,906.34,1
59.04,43.71,33.65,25.39,57.93,73.35,74.56,59.07,55.90,1074.92,964.95,946.30,1
59.98,44.68,32.12,27.87,60.75,75.59,77.46,62.69,57.50,1072.62,946.48,917.27,1
60.98,45.38,33.49,27.49,63.60,78.53,79.99,65.75,61.00,1071.80,959.06,927.72,1
59.58,45.33,32.32,27.26,57.49,74.78,78.48,64.11,57.30,1074.91,996.77,893.76,1
56.28,45.94,29.29,26.99,54.53,71.23,76.46,62.19,55.80,1072.99,1023.22,897.26,1
60.75,46.19,34.63,26.12,63.95,79.66,81.59,67.87,63.30,1067.12,989.84,932.67,1
59.35,45.52,33.96,25.39,60.47,75.57,78.73,64.41,59.50,1073.80,983.90,923.77,1
62.72,46.53,32.09,30.63,68.69,82.29,84.27,71.11,63.80,1071.93,928.84,897.15,0
62.23,46.94,36.13,26.10,68.65,82.06,84.80,71.80,63.50,1074.12,925.01,884.41,0
61.97,46.67,31.37,30.60,63.79,78.34,83.80,70.68,60.80,1073.95,953.06,860.18,1
58.72,45.58,33.18,25.53,60.36,76.32,78.20,63.87,58.70,1074.91,972.46,919.03,1
57.02,43.46,31.38,25.64,53.66,69.66,72.06,56.40,53.70,1074.00,1000.68,952.05,0
59.38,43.78,32.47,26.91,59.03,74.33,74.98,59.59,58.60,1069.16,992.80,983.37,1
59.83,45.25,34.94,24.89,63.53,77.87,78.66,64.15,61.20,1073.42,963.37,953.98,1
60.06,48.52,31.90,28.16,70.60,83.18,85.95,74.02,64.70,1070.82,916.44,874.03,0
60.70,47.66,31.35,29.35,61.13,78.63,84.69,72.19,63.10,1072.81,1032.18,874.05,1
59.56,46.00,31.92,27.64,64.89,78.80,79.90,65.99,60.40,1074.50,930.84,915.27,0
59.56,44.73,31.67,27.89,60.93,75.76,77.16,62.40,60.10,1071.07,986.38,963.13,1
55.47,43.18,29.62,25.85,52.01,68.02,69.97,54.14,53.50,1074.31,1028.64,988.12,1
58.48,43.93,31.87,26.62,58.32,73.50,74.42,59.09,57.20,1073.04,980.80,968.08,1
59.18,46.07,30.20,28.98,62.57,77.06,79.65,65.78,58.50,1073.22,935.02,889.38,1
57.20,45.92,33.63,23.57,59.65,74.69,77.49,63.17,56.40,1072.14,945.58,892.82,1
59.58,44.75,33.44,26.14,58.06,74.32,77.28,62.48,58.00,1073.91,998.94,928.24,1
62.94,44.58,33.49,29.45,63.02,77.94,80.17,65.49,60.40,1070.68,958.48,922.26,1
55.57,41.99,31.67,23.90,47.06,66.80,67.73,51.30,50.60,1076.73,1075.17,986.45,1
61.66,46.50,31.31,30.35,66.28,80.88,83.10,69.81,66.60,1073.78,1004.80,954.05,1
59.68,45.85,31.72,27.96,64.05,77.93,79.68,65.69,60.00,1073.12,936.70,913.39,1
62.99,48.04,32.48,30.51,67.29,82.54,87.96,76.13,69.10,1072.50,1026.84,907.67,1
60.85,44.70,32.09,28.76,57.13,75.24,78.35,63.65,59.00,1070.58,1032.68,926.96,1
61.62,47.54,32.44,29.18,69.14,82.88,85.40,72.93,65.90,1069.40,953.08,903.61,0
61.35,45.77,31.92,29.43,63.06,77.83,81.19,67.31,62.60,1071.61,992.78,930.08,1
59.11,44.53,31.92,27.18,56.77,73.33,76.29,61.36,58.00,1073.91,1021.64,945.22,1
60.08,45.25,34.69,25.39,57.91,74.39,78.88,64.42,60.30,1078.48,1041.25,936.05,1
58.75,44.26,31.78,26.97,51.36,69.98,75.37,60.26,57.40,1072.76,1117.65,952.59,1
58.04,44.98,33.67,24.37,59.53,74.45,76.29,61.49,57.10,1069.15,959.12,928.60,1
60.31,44.98,32.90,27.41,61.66,76.33,78.46,63.89,57.90,1068.10,938.96,906.19,1
61.10,43.76,33.94,27.16,59.17,74.67,76.61,61.25,56.30,1068.20,951.47,919.15,1
62.69,44.58,35.23,27.46,63.31,78.18,79.97,65.23,60.80,1072.06,960.31,932.04,1
60.20,45.35,33.27,26.94,62.73,77.25,79.16,64.84,57.80,1072.20,921.34,891.47,1
64.02,45.94,35.40,28.62,68.28,82.02,84.31,70.74,62.90,1076.74,921.27,889.11,0
62.44,46.64,36.12,26.32,68.04,81.61,84.34,71.13,64.60,1076.31,949.48,908.18,1
59.50,46.61,31.13,28.37,64.46,78.32,81.14,67.67,61.60,1067.31,955.70,910.30,1
59.56,45.25,33.42,26.14,61.94,76.50,78.32,63.86,60.70,1064.65,979.94,950.49,1
57.98,44.69,31.13,26.85,59.93,74.69,75.53,60.64,59.50,1071.86,992.81,981.13,1
59.00,45.29,32.94,26.06,60.60,75.55,77.85,63.38,57.30,1060.95,945.55,904.04,0
62.14,47.07,32.97,29.18,69.41,82.59,84.88,72.09,63.50,1075.94,914.82,880.86,1
59.22,46.17,31.87,27.35,64.17,78.07,79.93,66.11,59.60,1071.73,928.72,901.56,0
59.48,44.18,34.13,25.35,59.99,75.02,75.98,60.78,57.90,1072.06,965.12,952.61,1
59.11,42.21,32.86,26.25,54.08,70.23,71.46,55.15,54.80,1070.26,1013.39,993.57,1
59.23,44.18,31.88,27.35,59.70,74.70,75.66,60.53,59.90,1071.33,1003.39,989.67,0
59.70,46.38,33.77,25.94,65.34,79.25,80.91,67.23,62.20,1068.43,951.93,925.12,1
60.43,45.64,35.60,24.82,63.76,77.90,80.12,65.92,59.10,1074.35,926.92,896.59,1
55.95,46.52,30.30,25.65,60.26,74.71,77.38,63.41,57.50,1072.62,954.26,906.87,1
60.10,44.03,32.69,27.41,59.24,74.55,76.21,61.01,56.80,1069.55,958.79,931.06,1
60.38,45.80,33.46,26.91,64.71,78.78,80.31,66.31,64.00,1069.88,989.04,965.22,1
62.82,46.25,34.42,28.41,68.73,82.33,83.78,70.37,68.00,1077.21,989.32,966.37,1
55.76,44.71,30.88,24.87,56.26,71.40,73.42,58.36,55.50,1067.23,986.57,950.96,0
63.29,47.35,33.40,29.89,70.62,83.76,86.70,74.29,66.00,1071.02,934.53,888.37,1
58.42,44.64,30.85,27.57,55.72,72.02,75.85,60.97,57.10,1069.15,1024.73,936.49,1
60.68,43.88,34.10,26.57,60.13,75.17,76.48,61.17,57.50,1068.62,956.33,939.96,0
61.15,45.37,32.09,29.07,63.17,77.28,80.11,65.91,61.70,1070.90,976.79,936.12,1
60.13,43.53,33.44,26.69,58.22,73.77,75.19,59.66,57.80,1068.23,992.77,968.87,1
60.56,47.00,33.92,26.64,68.08,81.25,83.14,70.04,66.10,1074.39,970.91,943.75,1
55.67,44.27,28.58,27.09,54.85,70.43,72.38,57.12,55.20,1069.70,1006.42,966.34,1
61.72,45.92,37.88,23.84,66.75,80.50,82.13,68.15,63.60,1083.15,952.77,933.17,1
58.36,44.48,31.84,26.53,57.68,73.08,75.47,60.46,55.80,1070.93,967.42,922.85,1
60.25,44.94,32.65,27.60,61.48,76.10,78.31,63.72,58.50,1055.75,951.59,918.06,1
60.25,44.94,32.65,27.60,61.75,76.39,78.31,63.72,59.10,1068.51,957.15,927.48,0
61.85,46.27,35.96,25.89,66.31,80.34,82.92,69.34,62.80,1078.73,947.05,905.69,1
61.31,45.23,32.17,29.14,62.41,77.10,79.96,65.67,60.10,1072.98,963.04,915.14,1
59.52,45.21,31.38,28.14,61.73,76.37,78.14,63.70,57.50,1074.63,931.41,902.64,1
61.60,46.02,33.42,28.18,66.55,80.35,82.02,68.32,62.80,1080.59,943.64,919.21,1
58.04,44.48,30.92,27.12,58.72,73.74,75.14,60.14,58.00,1067.97,987.67,964.49,0
57.98,43.68,32.13,25.85,57.07,72.48,73.43,57.92,56.80,1069.55,995.34,980.73,1
59.98,45.60,30.25,29.73,62.71,77.23,79.43,65.31,59.70,1071.59,952.00,914.12,1
57.27,45.73,31.15,26.12,60.41,74.94,77.03,62.71,55.80,1070.93,923.74,889.77,0
57.22,46.69,31.88,25.34,62.61,76.66,79.05,65.31,59.70,1073.52,953.56,914.04,1
57.52,45.48,29.90,27.62,60.70,75.24,76.73,62.30,57.30,1068.89,944.04,919.73,0
57.24,44.94,31.62,25.62,58.78,73.60,75.35,60.53,59.40,1071.99,1010.49,981.29,1
59.72,45.42,34.13,25.59,62.46,76.92,78.88,64.52,62.50,1071.74,1000.62,968.70,1
56.15,44.87,29.58,26.57,57.83,72.43,74.09,59.19,56.00,1072.71,968.32,946.12,0
59.39,46.78,33.86,25.53,66.45,79.74,81.49,68.06,61.80,1078.26,930.03,908.04,1
60.06,46.25,35.42,24.64,65.08,78.97,81.07,67.27,62.30,1077.56,957.24,926.13,1
60.32,46.19,33.82,26.49,64.86,78.97,81.11,67.37,61.70,1076.51,951.22,915.79,1
59.85,43.78,32.94,26.91,59.37,74.63,75.44,60.07,59.30,1072.13,998.87,987.23,1
61.66,43.37,35.84,25.82,61.12,75.98,76.38,60.73,60.90,1079.54,996.44,1002.86,1
58.22,44.18,32.88,25.34,58.97,73.93,74.72,59.49,56.60,1065.79,959.84,951.46,1
58.79,44.23,33.40,25.39,59.37,74.42,75.41,60.23,55.70,1069.01,938.15,924.80,1
56.57,43.51,30.18,26.39,54.29,69.88,71.69,56.06,59.50,1085.58,1096.06,1061.32,0
59.02,43.89,33.05,25.97,59.00,74.06,74.88,59.52,56.80,1071.58,962.69,954.29,1
62.04,47.23,32.13,29.90,70.01,83.01,85.12,72.45,67.50,1090.05,964.09,931.66,1
58.33,42.51,29.90,28.43,53.70,69.82,71.30,55.20,57.80,1066.26,1076.26,1047.18,0
60.43,44.63,35.10,25.32,61.31,76.01,77.89,63.02,58.50,1073.22,954.21,928.25,1
59.31,48.52,31.92,27.39,69.69,82.25,85.17,73.10,66.30,1081.17,951.38,906.96,1
58.66,45.13,34.60,24.06,60.64,75.06,77.25,62.56,57.00,1073.32,940.03,911.09,1
61.75,44.94,34.65,27.10,63.28,77.78,79.83,65.31,58.80,1066.95,929.26,900.38,1
60.81,44.98,34.69,26.12,63.20,77.70,79.00,64.42,59.20,1072.26,936.67,918.95,1
