@relation eggDataIMP2

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute Area/Volume_Imagem numeric
@attribute Peso_fora numeric
@attribute class {Nascido,Morreu}

@data
60.538,43.963,32.670,27.868,57.758,74.092,76.482,61.264,1.283,57.100,Nascido
60.330,45.752,30.404,29.927,60.764,75.729,80.107,66.122,1.246,59.900,Nascido
58.562,45.752,29.905,28.657,62.060,76.451,78.333,64.184,1.232,57.200,Nascido
59.015,47.429,29.787,29.230,67.406,80.444,82.429,69.514,1.193,64.800,Nascido
58.790,43.734,31.901,26.889,56.838,72.391,74.307,58.877,1.274,57.200,Nascido
60.625,44.006,32.443,28.182,58.508,74.000,76.651,61.470,1.265,59.000,Nascido
59.061,43.984,30.404,28.657,58.305,73.511,75.067,59.824,1.261,55.900,Nascido
56.193,43.859,31.222,24.973,54.379,70.016,72.091,56.600,1.288,53.200,Nascido
57.524,43.422,33.328,24.197,55.575,71.317,72.518,56.792,1.283,51.300,Nascido
58.674,43.881,30.838,27.837,58.030,73.139,74.484,59.156,1.260,56.600,Nascido
55.093,42.260,27.932,27.161,50.807,66.992,67.760,51.518,1.319,51.100,Morreu
60.230,44.357,30.475,29.756,59.653,74.902,76.998,62.050,1.256,58.000,Morreu
58.117,44.233,30.564,27.553,58.513,73.514,74.683,59.538,1.256,57.600,Nascido
56.114,43.032,30.200,25.914,54.322,70.005,70.295,54.407,1.289,52.700,Nascido
58.833,42.237,31.922,26.911,53.617,69.858,71.227,54.956,1.303,53.900,Nascido
58.312,43.235,29.927,28.387,55.394,71.248,72.779,57.074,1.286,54.500,Nascido
59.984,43.426,32.632,27.352,57.320,73.046,74.809,59.229,1.274,57.700,Nascido
58.407,41.537,30.475,27.932,51.781,68.383,69.371,52.765,1.321,52.000,Nascido
57.503,44.193,29.136,28.368,58.070,73.173,73.994,58.804,1.260,58.100,Nascido
59.501,44.193,31.133,28.368,58.470,73.728,75.945,60.847,1.261,54.900,Nascido
58.541,42.715,31.152,27.388,54.375,70.414,71.928,55.926,1.295,54.300,Nascido
58.541,44.982,31.152,27.388,60.396,75.109,76.686,62.019,1.244,59.600,Nascido
57.161,44.329,28.680,28.484,57.189,72.111,73.947,58.817,1.261,54.200,Nascido
59.652,44.619,32.089,27.564,60.603,75.152,77.016,62.183,1.240,60.500,Nascido
61.078,45.752,34.667,26.413,64.964,79.148,80.946,66.943,1.218,59.500,Nascido
58.631,46.073,33.963,24.668,62.785,76.999,79.208,65.164,1.226,59.900,Nascido
60.483,46.191,34.648,25.837,64.959,78.927,81.323,67.572,1.215,64.100,Nascido
62.120,44.278,35.209,26.911,62.136,77.160,78.760,63.770,1.242,59.800,Nascido
57.650,43.618,32.078,25.573,55.453,70.716,72.993,57.431,1.275,53.500,Nascido
57.586,44.777,32.942,24.644,58.981,73.892,75.389,60.454,1.253,55.200,Nascido
61.422,49.612,32.966,28.456,75.769,87.160,89.882,79.157,1.150,69.600,Nascido
58.734,44.443,31.866,26.869,58.079,73.280,75.749,60.744,1.262,56.600,Nascido
59.520,44.712,33.918,25.603,61.134,75.861,77.146,62.303,1.241,60.500,Morreu
58.357,44.528,29.951,28.408,58.637,73.825,75.530,60.584,1.259,58.100,Nascido
60.538,44.982,32.670,27.868,63.079,77.460,78.673,64.136,1.228,58.800,Nascido
57.308,44.628,31.948,25.360,57.989,72.911,74.768,59.761,1.257,53.800,Nascido
57.004,44.961,29.385,27.619,58.322,73.281,75.116,60.337,1.256,56.200,Morreu
59.290,44.233,32.401,26.889,58.601,73.810,75.851,60.740,1.260,59.100,Nascido
59.202,45.159,31.101,28.101,61.415,75.856,77.713,63.216,1.235,61.300,Nascido
58.549,44.883,32.980,25.569,60.562,75.504,76.539,61.758,1.247,57.100,Nascido
55.695,46.127,30.724,24.973,59.669,74.174,76.310,62.049,1.243,54.700,Nascido
62.418,45.574,32.218,30.200,64.658,79.118,81.825,67.881,1.224,60.500,Nascido
57.991,45.629,29.259,28.732,61.465,75.683,77.501,63.220,1.231,58.900,Nascido
58.833,43.756,33.713,25.122,57.315,72.786,74.457,58.981,1.270,56.500,Morreu
58.584,44.915,31.948,26.636,59.283,73.999,76.605,61.880,1.248,58.400,Morreu
60.665,46.004,34.883,25.782,64.090,78.261,81.101,67.224,1.221,60.600,Nascido
61.975,48.057,36.406,25.569,72.459,85.034,87.070,74.944,1.174,68.400,Nascido
62.619,44.380,36.023,26.597,62.319,77.382,79.495,64.579,1.242,61.300,Nascido
60.649,45.549,31.945,28.705,63.849,78.158,79.999,65.885,1.224,61.900,Nascido
62.393,42.783,34.710,27.683,59.385,75.234,75.766,59.798,1.267,57.500,Nascido
59.822,44.200,33.297,26.526,59.248,74.495,76.319,61.194,1.257,56.600,Morreu
59.925,44.881,32.089,27.837,60.358,75.077,77.843,63.203,1.244,58.000,Nascido
60.289,45.410,32.770,27.520,57.885,74.358,79.360,65.096,1.285,59.300,Nascido
64.322,44.483,33.399,30.924,64.191,79.035,81.311,66.642,1.231,60.400,Nascido
63.367,44.528,35.187,28.182,63.521,78.474,80.513,65.786,1.235,60.300,Nascido
56.938,45.659,29.587,27.352,60.733,75.053,76.521,62.153,1.236,65.600,Nascido
62.702,48.159,33.616,29.087,72.389,84.822,87.936,76.144,1.172,56.100,Nascido
59.077,46.715,30.781,28.297,65.967,79.626,80.942,67.506,1.207,61.400,Morreu
58.856,46.546,32.218,26.640,64.709,78.536,80.384,66.767,1.214,61.700,Nascido
60.768,44.961,33.132,27.638,63.082,77.576,78.867,64.323,1.230,62.700,Nascido
56.986,43.194,30.884,26.102,54.101,69.849,71.457,55.670,1.291,53.700,Nascido
59.606,44.481,32.054,27.553,60.345,75.237,76.677,61.751,1.247,57.000,Morreu
58.089,45.162,32.442,25.648,60.213,75.053,76.667,62.036,1.246,54.900,Morreu
56.504,45.211,30.634,25.871,57.295,72.333,75.175,60.474,1.262,53.200,Nascido
60.903,44.369,34.080,26.824,61.048,75.725,77.745,62.777,1.240,58.600,Nascido
60.452,46.099,33.240,27.211,65.724,79.667,81.034,67.265,1.212,66.000,Nascido
59.207,45.103,32.991,26.216,61.293,76.026,77.646,63.066,1.240,61.500,Nascido
62.338,47.460,36.341,25.998,72.056,84.666,86.084,73.521,1.175,68.300,Nascido
61.500,47.209,33.382,28.118,71.128,83.609,84.546,71.765,1.175,63.900,Nascido
61.873,45.474,33.609,28.265,64.930,79.166,81.085,66.993,1.219,60.800,Nascido
61.096,43.422,31.029,30.068,59.002,74.629,75.841,60.318,1.265,58.100,Morreu
59.925,45.645,32.601,27.324,63.487,77.501,79.503,65.371,1.221,62.500,Nascido
60.649,45.549,31.945,28.705,64.374,78.626,79.999,65.885,1.221,60.500,Nascido
59.294,45.441,32.024,27.271,62.112,76.735,78.428,64.109,1.235,57.400,Nascido
56.969,44.925,29.117,27.851,58.779,73.562,75.003,60.202,1.252,57.200,Nascido
57.688,41.644,31.351,26.337,51.068,67.484,68.948,52.384,1.321,47.600,Morreu
65.497,47.441,35.880,29.617,76.001,88.037,89.253,77.183,1.158,72.300,Nascido
57.634,43.805,30.698,26.936,55.892,71.478,73.328,57.906,1.279,54.700,Nascido
61.671,44.054,34.984,26.687,61.524,76.619,77.833,62.668,1.245,57.900,Morreu
59.031,46.804,33.985,25.047,65.861,79.573,81.190,67.708,1.208,63.800,Nascido
62.654,46.370,34.830,27.824,66.988,80.515,83.889,70.540,1.202,63.700,Nascido
60.413,45.631,34.840,25.573,63.598,77.643,80.038,65.866,1.221,61.700,Nascido
63.617,45.525,35.686,27.932,67.253,81.356,82.989,69.036,1.210,65.900,Nascido
60.330,45.752,35.187,25.143,64.514,78.657,80.235,66.121,1.219,62.300,Nascido
61.188,46.895,34.102,27.087,68.073,81.222,83.555,70.456,1.193,63.200,Nascido
57.555,43.951,29.787,27.768,55.579,71.288,73.544,58.214,1.283,51.600,Nascido
59.717,44.675,33.631,26.087,60.572,75.473,77.246,62.408,1.246,57.500,Nascido
65.071,48.995,36.914,28.158,79.567,90.527,92.466,81.791,1.138,76.200,Nascido
58.433,44.080,30.724,27.709,58.715,73.901,74.670,59.450,1.259,59.000,Nascido
60.938,45.144,33.616,27.324,64.009,78.152,79.445,65.029,1.221,62.500,Nascido
59.877,46.795,33.441,26.438,66.173,79.771,81.992,68.654,1.205,60.600,Morreu
58.434,45.295,33.113,25.322,61.958,76.551,77.310,62.772,1.236,57.000,Nascido
61.972,46.873,34.237,27.738,69.041,82.380,84.306,71.295,1.193,64.200,Nascido
60.217,45.175,31.851,28.368,62.457,76.903,78.760,64.347,1.231,60.700,Nascido
57.385,44.552,32.194,25.193,58.752,73.729,74.695,59.642,1.255,59.000,Morreu
62.543,45.332,32.652,29.891,64.252,78.745,81.418,67.295,1.226,63.300,Morreu
62.766,45.960,32.401,30.367,67.937,81.624,83.034,69.421,1.201,62.900,Nascido
57.835,45.938,29.323,28.513,61.372,75.640,78.005,63.907,1.232,59.300,Nascido
61.895,43.531,32.717,29.179,60.768,76.173,76.857,61.411,1.254,59.000,Nascido
62.059,45.410,33.546,28.513,64.356,78.873,81.127,67.006,1.226,63.200,Morreu
60.599,43.951,32.303,28.297,60.087,75.341,76.508,61.294,1.254,58.500,Nascido
61.162,47.030,32.335,28.827,68.710,81.817,83.780,70.833,1.191,64.600,Nascido
57.524,44.635,29.756,27.768,57.596,72.910,74.942,60.006,1.266,55.000,Nascido
60.653,43.368,36.842,23.811,58.832,73.970,75.493,59.730,1.257,58.300,Nascido
61.593,45.193,33.297,28.297,64.113,78.665,80.185,65.869,1.227,61.800,Morreu
62.412,45.697,32.729,29.683,65.432,79.812,82.095,68.239,1.220,63.400,Morreu
59.129,44.552,33.191,25.940,58.634,73.864,76.403,61.454,1.260,56.700,Nascido
64.482,45.925,35.116,29.367,68.632,82.485,84.732,71.209,1.202,64.400,Nascido
63.096,45.003,36.185,26.911,65.383,79.830,81.336,66.910,1.221,62.200,Nascido
62.017,45.960,33.881,28.137,66.173,80.133,82.309,68.593,1.211,62.300,Nascido
60.717,44.409,33.881,26.837,61.079,75.919,77.647,62.699,1.243,56.600,Nascido
61.202,46.409,34.616,26.587,66.451,80.045,82.512,69.019,1.205,61.100,Nascido
57.735,46.424,31.366,26.370,59.807,75.323,78.978,65.154,1.259,57.400,Nascido
63.180,46.252,35.099,28.084,68.699,82.230,84.162,70.770,1.197,65.200,Nascido
59.484,43.926,34.398,25.087,59.315,74.324,75.458,60.096,1.253,59.000,Morreu
59.234,45.192,32.132,27.102,62.059,76.497,77.836,63.343,1.233,60.800,Nascido
58.750,45.782,31.581,27.171,62.616,76.922,78.613,64.477,1.228,59.400,Nascido
60.625,45.798,33.215,27.410,64.507,78.786,80.547,66.580,1.221,59.900,Nascido
57.314,45.253,29.677,27.638,59.507,74.340,76.036,61.455,1.249,56.200,Nascido
55.320,42.959,31.557,23.763,52.022,67.890,69.455,53.455,1.305,50.500,Nascido
60.925,45.131,35.852,25.073,63.635,77.866,79.497,64.976,1.224,64.000,Nascido
58.438,44.394,31.616,26.824,57.437,72.619,75.355,60.306,1.264,58.000,Nascido
57.792,44.712,29.905,27.887,59.113,73.942,75.366,60.494,1.251,56.500,Nascido
60.400,46.820,32.467,27.932,66.817,80.404,82.542,69.326,1.203,61.400,Nascido
57.043,43.235,28.657,28.387,53.649,70.060,71.567,55.831,1.306,52.000,Morreu
59.652,44.528,32.218,27.434,59.988,75.060,76.823,61.928,1.251,58.200,Nascido
59.663,45.381,30.338,29.325,61.519,75.846,78.638,64.337,1.233,60.700,Nascido
60.080,43.756,30.653,29.428,58.508,73.907,75.572,60.231,1.263,58.900,Nascido
62.575,44.483,34.667,27.909,63.047,77.949,79.627,64.831,1.236,61.000,Nascido
57.004,44.961,30.384,26.620,56.733,72.803,75.131,60.337,1.283,55.300,Nascido
59.188,45.144,33.116,26.073,55.216,72.830,77.721,63.161,1.319,59.500,Nascido
59.574,45.193,32.583,26.992,62.417,77.032,78.183,63.709,1.234,61.100,Nascido
58.718,44.675,32.866,25.852,58.936,73.857,76.256,61.363,1.253,57.900,Nascido
59.604,44.528,33.441,26.163,60.743,75.588,76.814,61.878,1.244,59.500,Nascido
57.985,44.943,29.885,28.101,58.509,73.642,76.042,61.325,1.259,57.600,Nascido
53.898,40.043,30.973,22.925,40.930,59.803,62.409,45.251,1.461,60.200,Morreu
56.594,42.462,33.328,23.267,48.654,67.234,69.693,53.430,1.382,63.300,Nascido
57.060,44.668,31.414,25.648,52.835,69.193,74.599,59.611,1.310,70.800,Nascido
54.820,42.260,27.659,27.161,46.671,63.438,67.506,51.263,1.359,61.600,Nascido
56.219,42.177,28.351,27.868,49.461,65.937,68.638,52.365,1.333,59.200,Nascido
53.397,40.867,30.588,22.810,40.385,59.552,63.552,46.694,1.475,62.200,Nascido
58.521,44.961,33.399,25.122,56.066,72.184,76.696,61.943,1.287,65.100,Nascido
56.219,41.410,32.116,24.104,46.615,63.641,67.176,50.478,1.365,55.700,Nascido
54.953,41.660,29.367,25.587,44.270,62.191,66.455,49.939,1.405,56.000,Morreu
55.568,41.489,32.421,23.148,43.143,63.664,66.768,50.084,1.476,54.400,Nascido
55.424,42.394,30.088,25.337,43.320,65.676,68.364,52.157,1.516,60.000,Morreu
57.900,42.368,31.577,26.324,49.884,67.205,70.627,54.419,1.347,63.300,Nascido
57.772,43.713,31.402,26.370,54.711,70.431,73.284,57.802,1.287,61.700,Nascido
58.401,43.618,29.325,29.075,54.004,70.054,73.659,58.178,1.297,63.400,Nascido
59.642,44.108,31.568,28.075,54.055,72.674,75.907,60.757,1.344,64.500,Morreu
56.703,43.409,29.601,27.102,48.492,66.766,71.609,55.946,1.377,58.700,Nascido
56.388,41.787,28.705,27.683,43.373,63.650,68.009,51.554,1.467,59.600,Nascido
57.023,40.947,30.634,26.390,40.315,63.468,66.925,50.062,1.574,61.600,Morreu
58.302,42.042,32.612,25.691,44.541,64.044,70.355,53.957,1.438,58.600,Nascido
62.717,43.909,35.866,26.852,55.125,74.851,78.552,63.314,1.358,68.800,Nascido
57.139,41.856,28.575,28.565,45.176,65.712,68.842,52.415,1.455,59.200,Nascido
59.429,42.311,33.215,26.216,49.484,69.080,71.966,55.707,1.396,60.100,Nascido
55.399,39.867,31.577,23.822,37.113,57.208,63.384,46.102,1.541,58.700,Nascido
56.236,41.178,30.367,25.871,34.529,57.110,66.674,49.929,1.654,64.500,Nascido
58.117,41.436,31.806,26.313,44.688,66.726,68.926,52.248,1.493,60.600,Nascido
58.871,42.897,30.672,28.201,54.865,71.044,72.611,56.724,1.295,66.200,Nascido
55.083,38.575,32.482,22.601,34.617,57.379,60.651,42.916,1.658,50.200,Nascido
63.141,41.014,32.966,30.176,49.210,71.556,72.646,55.613,1.454,68.700,Nascido
56.203,39.239,30.634,25.569,35.590,57.681,62.825,45.311,1.621,59.400,Nascido
60.188,43.644,34.366,25.823,58.004,73.430,75.522,60.030,1.266,56.600,Nascido
61.827,46.999,33.419,28.408,69.337,82.412,84.413,71.507,1.189,64.300,Nascido
61.999,44.193,35.148,26.852,61.323,76.368,78.456,63.402,1.245,58.700,Nascido
58.880,45.051,32.218,26.662,60.917,75.591,77.190,62.570,1.241,58.200,Nascido
58.460,45.629,33.019,25.442,62.617,76.900,78.046,63.731,1.228,57.700,Nascido
60.811,45.289,32.030,28.782,62.943,77.403,79.595,65.308,1.230,58.800,Morreu
58.984,43.926,31.383,27.602,57.093,72.464,74.885,59.590,1.269,53.300,Nascido
58.965,46.286,31.129,27.836,64.632,78.622,79.903,66.145,1.216,61.100,Nascido
62.402,44.233,34.635,27.768,62.148,77.089,78.914,63.929,1.240,61.300,Nascido
57.542,45.231,31.152,26.390,60.184,74.797,76.241,61.640,1.243,58.700,Nascido
60.984,46.570,33.185,27.801,66.432,80.275,82.602,69.253,1.208,61.700,Nascido
61.532,44.635,34.819,26.714,62.617,77.298,78.954,64.187,1.234,57.000,Morreu
57.772,43.713,31.402,26.370,55.848,71.515,73.284,57.802,1.281,53.600,Nascido
61.250,46.441,34.881,26.370,68.141,81.519,82.644,69.170,1.196,64.500,Nascido
58.357,45.026,30.200,28.158,60.030,74.899,76.588,61.948,1.248,59.500,Nascido
59.332,44.754,29.905,29.428,59.958,74.897,76.964,62.223,1.249,58.900,Nascido
56.986,44.193,32.882,24.104,56.661,71.907,73.595,58.274,1.269,53.400,Nascido
56.938,45.409,30.866,26.073,58.622,73.371,76.021,61.475,1.252,53.300,Morreu
61.983,47.191,33.382,28.601,70.299,83.238,85.000,72.274,1.184,65.600,Nascido
61.671,43.556,32.991,28.680,59.869,75.326,76.702,61.260,1.258,57.300,Morreu
54.892,43.772,31.377,23.515,53.906,69.572,70.700,55.068,1.291,53.700,Nascido
58.912,45.381,32.089,26.824,61.745,75.938,77.925,63.527,1.230,60.300,Morreu
58.373,44.349,33.320,25.053,59.301,73.416,75.254,60.115,1.238,56.300,Nascido
57.634,45.325,31.945,25.691,60.206,74.898,76.554,61.997,1.244,56.200,Nascido
61.217,44.409,32.882,28.337,61.076,75.964,78.104,63.217,1.244,59.000,Nascido
61.878,43.340,34.315,27.564,59.694,74.489,76.468,60.859,1.248,57.400,Nascido
61.307,45.481,33.918,27.388,65.505,79.566,80.549,66.399,1.215,62.600,Nascido
57.974,43.561,30.882,27.092,55.654,71.042,73.147,57.600,1.277,54.200,Nascido
62.436,45.756,34.602,27.836,67.840,81.737,82.296,68.444,1.205,65.200,Morreu
59.251,46.959,33.150,26.102,66.364,79.832,81.711,68.413,1.203,63.600,Nascido
60.452,46.159,33.852,26.602,64.244,78.517,81.187,67.442,1.222,62.700,Nascido
59.520,44.212,32.382,27.139,59.146,74.278,76.029,60.920,1.256,55.500,Nascido
63.084,44.945,32.831,30.254,65.677,80.118,81.105,66.724,1.220,62.500,Nascido
59.520,44.961,31.152,28.368,60.690,75.309,77.602,63.000,1.241,58.400,Nascido
59.040,43.464,31.673,27.369,56.883,72.531,73.972,58.399,1.275,53.400,Nascido
57.503,46.459,29.117,28.387,61.339,75.681,78.783,64.990,1.234,56.400,Nascido
58.833,44.754,30.675,28.158,59.310,74.418,76.480,61.699,1.255,55.200,Morreu
60.518,43.694,34.398,26.120,59.013,74.369,75.941,60.496,1.260,56.300,Morreu
58.452,42.410,31.866,26.587,54.279,70.217,71.230,55.047,1.294,54.100,Nascido
58.771,46.210,32.401,26.370,63.667,77.643,79.576,65.709,1.220,62.900,Nascido
58.986,44.386,32.244,26.743,59.642,74.689,75.881,60.848,1.252,55.900,Morreu
59.652,46.820,31.969,27.683,66.793,80.220,81.773,68.468,1.201,60.200,Nascido
60.176,45.325,32.991,27.185,59.880,76.783,79.070,64.730,1.282,57.800,Nascido
62.249,44.943,33.881,28.368,63.543,78.073,80.295,65.834,1.229,60.400,Nascido
60.400,46.322,32.443,27.958,64.516,78.592,81.449,67.860,1.218,64.400,Nascido
57.410,42.560,30.698,26.714,52.045,68.265,70.548,54.450,1.312,52.400,Morreu
57.803,45.193,30.316,27.489,60.126,74.889,76.400,61.817,1.246,57.500,Morreu
61.037,48.247,34.648,26.390,71.100,83.633,86.446,74.393,1.176,63.800,Nascido
60.251,46.459,34.149,26.102,67.047,80.489,81.657,68.094,1.200,62.200,Nascido
57.503,42.945,30.653,26.852,53.102,70.020,71.425,55.530,1.319,50.800,Morreu
60.898,45.300,31.720,29.179,64.118,78.528,79.701,65.433,1.225,63.200,Nascido
58.905,46.571,33.215,25.691,63.564,77.636,80.522,66.893,1.221,61.700,Morreu
59.290,43.713,31.901,27.388,58.759,74.043,74.739,59.320,1.260,55.300,Nascido
58.984,45.942,31.616,27.369,62.906,77.121,79.189,65.186,1.226,57.100,Morreu
65.696,45.508,34.387,31.309,69.002,82.898,84.994,71.238,1.201,65.900,Nascido
63.823,46.001,34.438,29.385,69.019,82.612,84.225,70.716,1.197,64.700,Morreu
61.005,45.878,33.546,27.460,62.950,77.489,81.110,67.233,1.231,60.100,Morreu
61.517,45.710,32.401,29.117,65.802,79.838,81.226,67.302,1.213,62.800,Nascido
62.076,43.734,36.185,25.891,62.170,77.149,77.576,62.167,1.241,59.800,Nascido
57.938,45.909,30.351,27.587,60.779,76.036,78.053,63.937,1.251,59.400,Nascido
56.524,43.713,30.634,25.891,55.004,70.429,72.085,56.554,1.280,55.100,Morreu
61.307,46.749,32.900,28.408,68.073,81.466,83.317,70.156,1.197,66.800,Nascido
61.786,45.461,35.915,25.871,64.372,78.642,81.056,66.859,1.222,61.700,Nascido
60.038,45.980,33.150,26.889,64.360,78.427,80.360,66.461,1.219,59.300,Nascido
58.688,47.909,29.837,28.851,64.383,78.492,83.141,70.531,1.219,61.400,Nascido
55.755,44.212,30.384,25.371,55.560,70.965,72.376,57.066,1.277,54.300,Nascido
60.103,44.528,34.937,25.167,60.969,75.890,77.356,62.397,1.245,60.100,Nascido
60.750,45.192,33.132,27.619,62.486,77.075,79.349,64.965,1.233,63.400,Nascido
62.926,45.631,34.852,28.075,66.243,80.192,82.513,68.606,1.211,64.700,Nascido
61.532,47.181,31.249,30.284,68.294,81.395,84.483,71.719,1.192,63.000,Morreu
59.761,44.883,34.540,25.221,62.453,76.817,77.773,63.036,1.230,57.000,Nascido
57.136,44.528,30.200,26.936,57.553,72.706,74.348,59.315,1.263,55.400,Nascido
55.737,43.194,28.618,27.119,53.322,69.073,70.247,54.450,1.295,55.300,Nascido
55.661,43.631,27.837,27.824,54.315,69.649,71.060,55.480,1.282,54.800,Nascido
56.316,46.273,30.154,26.163,60.490,74.906,77.213,63.139,1.238,54.600,Nascido
57.620,44.481,31.873,25.749,58.357,73.231,74.760,59.695,1.255,58.000,Morreu
59.539,44.233,30.634,28.907,59.404,74.573,76.062,60.996,1.255,60.000,Morreu
58.544,43.599,33.680,24.866,57.055,72.496,73.854,58.270,1.271,56.800,Nascido
60.767,46.275,33.017,27.751,67.501,80.825,81.728,68.134,1.197,63.400,Morreu
62.086,45.579,33.928,28.159,67.052,80.937,81.537,67.535,1.207,61.400,Morreu
58.412,43.631,29.587,28.825,56.006,71.367,73.696,58.222,1.274,55.600,Nascido
61.438,45.394,34.866,26.574,64.052,78.232,80.524,66.290,1.221,63.100,Nascido
58.656,43.805,30.947,27.709,57.391,72.831,74.309,58.934,1.269,61.200,Morreu
63.038,47.102,33.396,29.643,70.343,83.457,85.885,73.230,1.186,66.200,Nascido
62.121,46.467,33.080,29.042,67.689,81.320,83.518,70.231,1.201,63.400,Nascido
58.580,44.448,32.800,25.782,59.075,74.163,75.641,60.599,1.255,56.700,Nascido
63.964,46.846,34.984,28.981,71.043,84.138,86.291,73.500,1.184,66.100,Nascido
58.931,45.103,33.738,25.193,60.605,75.389,77.409,62.772,1.244,55.600,Nascido
54.453,45.175,29.601,24.853,51.664,68.838,73.088,58.187,1.332,53.400,Nascido
55.392,43.831,30.947,24.446,53.164,68.929,71.272,55.722,1.297,48.800,Morreu
63.467,46.159,33.881,29.587,69.403,82.840,84.209,70.806,1.194,65.800,Morreu
60.217,45.675,33.382,26.837,64.342,78.388,79.881,65.778,1.218,62.800,Nascido
60.151,44.801,31.945,28.207,61.492,76.298,77.891,63.216,1.241,59.300,Nascido
58.767,45.878,31.000,27.768,62.712,77.063,78.824,64.767,1.229,56.600,Nascido
56.566,47.270,31.945,24.622,64.392,77.951,79.647,66.182,1.211,57.100,Nascido
60.151,45.325,33.240,26.911,62.857,77.383,79.054,64.704,1.231,57.400,Morreu
60.807,44.982,34.189,26.620,62.604,77.194,78.983,64.422,1.233,59.400,Nascido
57.275,44.913,30.781,26.494,57.892,72.953,75.302,60.494,1.260,56.800,Nascido
57.360,43.780,29.428,27.932,55.674,71.259,72.998,57.565,1.280,54.200,Nascido
56.339,44.029,32.443,23.896,55.389,70.818,72.626,57.186,1.279,51.100,Nascido
58.905,45.823,31.446,27.460,61.075,75.744,78.852,64.764,1.240,55.500,Nascido
58.399,46.782,30.102,28.297,60.846,76.592,80.391,66.922,1.259,59.700,Nascido
61.536,47.478,31.652,29.885,69.438,82.469,85.153,72.628,1.188,64.300,Nascido
63.617,46.522,33.963,29.655,70.474,83.732,85.179,72.094,1.188,67.300,Nascido
60.702,43.905,33.889,26.814,59.816,74.788,76.549,61.269,1.250,57.400,Nascido
58.151,44.764,32.865,25.286,59.585,74.565,75.898,61.010,1.251,54.700,Nascido
64.138,46.546,32.942,31.197,70.250,83.657,85.750,72.758,1.191,63.200,Nascido
56.938,44.159,28.601,28.337,50.406,68.036,73.375,58.136,1.350,55.700,Morreu
58.811,44.233,32.942,25.871,58.840,73.960,75.412,60.251,1.257,55.400,Nascido
59.175,42.630,33.589,25.587,55.493,71.213,72.410,56.310,1.283,53.200,Nascido
60.874,45.798,32.443,28.431,64.298,78.569,80.776,66.854,1.222,60.900,Nascido
60.568,45.441,33.546,27.023,63.596,78.111,79.724,65.486,1.228,59.300,Nascido
61.094,43.954,32.708,28.387,55.646,75.782,76.999,61.802,1.362,55.900,Nascido
58.771,44.961,34.898,23.874,57.963,74.497,77.012,62.208,1.285,57.800,Nascido
63.303,45.980,35.166,28.137,66.837,80.952,83.676,70.075,1.211,62.600,Nascido
61.671,44.552,34.984,26.687,63.218,77.944,78.915,64.094,1.233,60.400,Nascido
60.163,46.632,32.589,27.574,65.816,79.905,81.893,68.501,1.214,62.800,Nascido
58.767,46.684,34.073,24.695,63.485,77.847,80.672,67.061,1.226,60.700,Nascido
59.702,44.159,31.116,28.587,57.682,73.097,76.068,60.959,1.267,54.300,Nascido
58.986,44.883,34.263,24.724,59.701,74.808,77.017,62.219,1.253,56.600,Nascido
58.607,45.026,30.924,27.683,60.886,75.565,76.842,62.213,1.241,59.300,Nascido
59.467,46.424,31.101,28.368,64.171,78.025,80.709,67.109,1.216,63.500,Nascido
57.314,43.756,30.653,26.662,55.280,70.918,72.923,57.458,1.283,53.100,Nascido
57.938,44.644,34.116,23.822,58.945,73.656,75.503,60.464,1.250,54.200,Nascido
59.604,46.273,30.449,29.156,61.468,76.564,80.510,66.824,1.246,59.400,Nascido
60.898,46.297,33.713,27.185,65.968,79.799,81.928,68.344,1.210,62.700,Nascido
61.452,43.394,34.352,27.102,58.781,74.197,76.182,60.591,1.262,58.900,Nascido
56.281,44.448,31.029,25.252,56.523,71.788,73.383,58.220,1.270,56.700,Nascido
58.000,46.017,32.953,25.047,61.939,76.435,78.424,64.309,1.234,59.900,Nascido
58.647,47.030,31.094,27.553,66.182,79.652,81.195,67.920,1.204,61.300,Nascido
61.226,44.855,35.535,25.691,60.675,77.672,79.168,64.498,1.280,61.000,Morreu
63.982,45.925,34.631,29.351,69.807,83.271,84.217,70.656,1.193,65.900,Nascido
61.467,45.425,32.351,29.117,65.073,79.083,80.549,66.411,1.215,63.600,Nascido
59.702,44.909,31.851,27.851,61.897,76.282,77.681,63.046,1.232,61.100,Nascido
63.361,46.359,32.937,30.424,68.103,81.736,84.536,71.302,1.200,65.900,Nascido
58.856,45.026,30.176,28.680,59.890,74.772,77.077,62.477,1.248,56.900,Nascido
55.117,43.058,31.471,23.647,49.383,66.095,69.465,53.505,1.338,51.800,Nascido
62.169,46.546,32.443,29.728,68.123,81.667,83.734,70.526,1.199,64.600,Nascido
56.938,43.644,31.116,25.823,54.862,70.362,72.347,56.789,1.283,53.900,Nascido
58.688,44.144,31.616,27.074,58.337,73.409,75.068,59.884,1.258,56.500,Nascido
58.218,44.659,31.116,27.102,58.345,73.452,75.688,60.796,1.259,56.300,Morreu
59.751,43.694,32.132,27.619,56.383,72.309,75.143,59.729,1.282,57.400,Morreu
58.452,41.895,34.116,24.337,53.045,69.150,70.247,53.717,1.304,51.800,Nascido
