@relation eggDataIMP2

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute Area/Volume_Imagem numeric
@attribute Peso_fora numeric
@attribute class {Nascido,Morreu}

@data
57.586,45.026,33.191,24.395,60.439,75.076,75.926,61.129,1.242,60.100,Nascido
58.584,45.525,32.194,26.390,61.595,76.027,77.913,63.573,1.234,58.200,Nascido
54.798,44.754,27.659,27.139,55.670,70.866,72.526,57.468,1.273,50.100,Nascido
60.898,46.571,32.467,28.431,66.994,80.643,82.497,69.156,1.204,60.100,Nascido
59.358,43.703,32.335,27.023,57.827,73.250,74.793,59.361,1.267,54.500,Nascido
56.193,42.836,30.503,25.691,52.758,68.707,69.976,53.988,1.302,52.200,Nascido
61.313,43.671,36.341,24.973,60.287,75.755,76.729,61.226,1.257,58.700,Nascido
64.765,47.708,33.899,30.866,73.480,85.938,89.065,77.183,1.170,67.600,Nascido
59.675,45.631,33.354,26.324,62.981,77.409,79.255,65.064,1.229,56.300,Nascido
60.717,46.924,31.851,28.867,67.069,80.365,83.084,70.003,1.198,60.100,Nascido
60.400,45.026,31.471,28.929,61.458,76.211,78.612,64.116,1.240,56.600,Nascido
57.111,43.780,31.471,25.642,55.762,71.301,72.801,57.317,1.279,52.900,Nascido
58.905,42.809,34.237,24.668,55.783,71.671,72.559,56.522,1.285,52.500,Nascido
60.217,43.909,34.116,26.102,58.751,74.084,76.105,60.791,1.261,56.300,Nascido
62.719,46.099,34.486,28.235,68.075,81.802,83.338,69.790,1.202,61.700,Nascido
60.733,47.441,35.897,24.837,68.600,82.116,84.399,71.569,1.197,63.200,Nascido
58.188,44.644,30.088,28.101,59.235,74.001,75.613,60.726,1.249,56.600,Nascido
60.038,43.963,32.650,27.388,58.856,74.155,76.001,60.758,1.260,57.200,Nascido
59.751,44.176,31.383,28.368,58.299,73.567,76.152,61.053,1.262,55.700,Nascido
60.568,45.193,34.073,26.494,62.966,77.582,79.203,64.771,1.232,60.100,Nascido
58.042,46.250,30.134,27.909,62.746,76.862,78.886,65.010,1.225,54.900,Nascido
62.535,48.226,32.151,30.384,74.689,86.511,87.890,76.154,1.158,65.600,Nascido
57.909,43.556,32.493,25.416,56.016,71.582,73.119,57.523,1.278,53.800,Nascido
58.271,43.464,31.901,26.370,55.470,71.211,73.249,57.638,1.284,55.700,Nascido
59.539,44.732,32.151,27.388,60.845,75.690,77.149,62.379,1.244,59.900,Nascido
58.259,43.313,33.471,24.790,56.621,72.149,72.981,57.229,1.274,54.000,Nascido
58.132,46.322,30.698,27.434,63.060,77.128,79.137,65.311,1.223,55.200,Nascido
61.018,46.210,32.151,28.867,67.446,80.998,81.818,68.223,1.201,60.100,Nascido
58.332,44.200,32.831,25.501,58.094,73.407,74.880,59.668,1.264,55.700,Nascido
61.287,43.214,34.898,26.390,57.562,73.377,75.659,59.927,1.275,57.700,Nascido
59.860,45.656,31.453,28.407,63.458,77.473,79.438,65.333,1.221,61.100,Nascido
59.877,46.047,33.215,26.662,66.141,79.995,80.349,66.476,1.209,63.200,Nascido
60.233,46.441,31.883,28.351,65.953,79.568,81.530,68.022,1.206,56.800,Nascido
60.038,45.730,32.670,27.369,63.239,77.545,79.804,65.742,1.226,54.900,Nascido
63.553,45.231,35.915,27.638,66.540,80.804,82.278,68.079,1.214,61.300,Nascido
56.880,42.097,30.818,26.063,51.749,67.616,69.116,52.778,1.307,50.300,Nascido
59.877,44.801,31.197,28.680,60.613,75.484,77.610,62.928,1.245,57.900,Nascido
59.539,44.233,34.168,25.371,60.802,75.757,76.152,60.995,1.246,57.200,Nascido
60.175,45.394,32.351,27.824,61.593,76.085,79.202,64.927,1.235,56.000,Nascido
61.448,44.329,33.765,27.683,61.478,76.491,78.175,63.226,1.244,54.400,Nascido
61.646,45.051,34.237,27.410,63.270,77.868,79.952,65.510,1.231,57.900,Nascido
57.903,46.252,30.882,27.023,62.229,76.541,78.763,64.859,1.230,57.500,Nascido
60.375,46.546,32.467,27.909,66.515,80.169,81.915,68.490,1.205,63.000,Nascido
58.211,46.127,31.527,26.687,62.712,76.869,78.819,64.853,1.226,59.700,Nascido
56.911,44.381,32.339,24.573,56.174,71.950,73.891,58.694,1.281,54.300,Morreu
58.867,44.091,33.815,25.053,57.810,72.221,75.199,59.920,1.249,55.800,Morreu
57.924,44.394,29.351,28.575,58.386,73.243,74.826,59.776,1.254,58.700,Nascido
55.818,42.260,31.695,24.123,50.840,67.024,68.506,52.197,1.318,50.600,Nascido
57.218,45.425,29.867,27.352,58.438,73.355,76.307,61.819,1.255,57.600,Nascido
56.754,45.942,29.385,27.369,60.467,74.944,76.933,62.720,1.239,55.000,Nascido
60.289,46.653,33.048,27.240,66.465,80.183,82.080,68.707,1.206,60.600,Nascido
59.086,44.549,32.120,26.967,59.041,74.183,76.321,61.401,1.256,59.000,Nascido
58.381,43.556,32.218,26.163,57.116,72.567,73.555,57.992,1.271,57.000,Nascido
60.848,44.913,31.309,29.539,61.982,76.883,78.807,64.267,1.240,60.100,Morreu
58.912,45.492,31.000,27.912,62.109,76.725,78.138,63.837,1.235,55.800,Nascido
55.438,42.144,30.851,24.587,50.292,66.449,67.897,51.557,1.321,46.800,Nascido
57.924,43.894,32.601,25.323,57.021,72.184,73.844,58.435,1.266,56.400,Nascido
61.906,43.489,31.342,30.564,60.686,75.903,76.765,61.304,1.251,61.300,Morreu
61.426,44.881,32.101,29.325,62.842,77.261,79.317,64.786,1.229,62.500,Nascido
56.252,43.621,29.337,26.917,54.702,70.230,71.615,56.047,1.284,53.100,Nascido
56.997,45.410,32.303,24.695,59.149,73.604,76.130,61.541,1.244,53.000,Nascido
57.494,47.429,31.498,25.998,65.720,78.860,80.905,67.721,1.200,60.100,Nascido
62.597,43.258,33.690,28.907,59.466,75.255,76.956,61.330,1.266,56.800,Nascido
64.232,47.174,33.616,30.616,73.308,85.728,87.282,74.844,1.169,72.400,Nascido
58.521,44.443,30.154,28.368,59.571,74.544,75.513,60.524,1.251,58.400,Nascido
59.461,45.827,32.652,26.809,62.869,77.314,79.440,65.384,1.230,59.000,Nascido
59.868,45.334,30.747,29.123,60.739,75.548,78.743,64.424,1.244,56.400,Nascido
59.539,44.233,33.170,26.370,59.558,74.611,76.114,60.995,1.253,54.800,Nascido
63.594,45.231,32.942,30.653,66.061,80.455,82.249,68.124,1.218,60.500,Nascido
59.984,43.676,31.883,28.101,57.834,73.236,75.323,59.913,1.266,55.600,Nascido
62.999,43.926,35.647,27.352,62.086,77.181,78.849,63.646,1.243,59.000,Nascido
61.702,45.909,33.852,27.851,65.924,79.717,81.881,68.093,1.209,62.400,Nascido
61.254,45.132,30.751,30.503,60.888,76.016,79.682,65.328,1.248,57.100,Nascido
61.078,45.003,33.669,27.410,63.242,77.829,79.275,64.770,1.231,58.100,Nascido
63.765,45.442,35.897,27.868,67.358,81.342,82.957,68.945,1.208,61.100,Nascido
61.226,44.357,36.559,24.668,61.797,76.820,78.142,63.076,1.243,58.500,Nascido
61.517,45.710,35.166,26.352,66.674,80.476,81.309,67.303,1.207,62.000,Nascido
55.460,42.038,28.084,27.378,50.972,67.134,67.656,51.318,1.317,49.900,Morreu
57.650,44.619,31.577,26.073,58.511,73.228,75.068,60.096,1.252,52.900,Nascido
57.468,45.175,32.366,25.103,60.648,75.130,76.091,61.408,1.239,55.300,Nascido
63.016,45.960,34.648,28.368,68.535,82.128,83.328,69.697,1.198,64.100,Morreu
61.483,44.176,33.382,28.101,60.118,75.401,77.866,62.823,1.254,57.700,Nascido
60.538,44.982,34.398,26.141,62.208,76.843,78.729,64.136,1.235,58.600,Nascido
59.652,45.325,31.222,28.431,61.270,76.077,78.516,64.167,1.242,56.900,Nascido
58.101,46.121,32.217,25.885,62.192,76.388,78.717,64.712,1.228,55.400,Nascido
58.965,45.827,30.846,28.120,62.886,77.304,78.909,64.840,1.229,57.200,Nascido
59.484,44.943,31.633,27.851,61.429,76.011,77.535,62.910,1.237,58.600,Nascido
60.537,44.416,32.551,27.986,60.604,75.686,77.450,62.533,1.249,59.900,Nascido
56.778,42.397,32.335,24.446,51.899,68.150,69.684,53.441,1.313,50.100,Morreu
55.319,44.528,28.907,26.413,56.546,71.645,72.576,57.429,1.267,52.000,Nascido
62.651,46.252,33.609,29.042,68.974,82.278,83.586,70.175,1.193,60.200,Nascido
60.400,45.823,32.991,27.410,64.989,79.025,80.374,66.408,1.216,59.600,Nascido
59.789,44.982,30.653,29.136,61.497,76.218,77.905,63.342,1.239,58.400,Nascido
58.162,44.131,33.101,25.062,57.640,72.695,74.585,59.310,1.261,56.400,Nascido
58.790,44.483,29.885,28.907,59.429,74.460,75.857,60.910,1.253,56.000,Nascido
58.184,44.855,31.747,26.438,59.980,74.773,76.084,61.294,1.247,53.500,Nascido
57.485,44.193,29.385,28.101,56.686,71.999,73.979,58.787,1.270,51.700,Nascido
60.019,43.713,32.650,27.369,59.509,74.775,75.452,60.050,1.257,50.600,Nascido
56.748,43.391,31.278,25.470,54.691,70.388,71.650,55.944,1.287,55.500,Morreu
55.392,44.329,30.226,25.167,55.213,70.550,72.267,56.994,1.278,58.800,Nascido
55.719,45.442,28.618,27.102,54.724,71.575,74.854,60.245,1.308,53.100,Nascido
59.751,45.192,30.634,29.117,61.291,75.909,78.320,63.896,1.238,56.100,Nascido
59.039,43.313,32.729,26.313,55.445,71.913,73.684,57.996,1.297,52.700,Nascido
57.410,42.311,33.215,24.197,51.905,68.227,70.119,53.815,1.314,51.900,Nascido
62.747,45.132,32.493,30.254,64.374,78.966,81.179,66.921,1.227,60.300,Nascido
59.154,43.058,32.991,26.163,56.159,71.995,73.263,57.424,1.282,55.400,Nascido
60.288,44.462,31.402,28.886,58.767,74.505,77.287,62.404,1.268,54.000,Nascido
63.553,46.479,35.436,28.118,69.414,82.854,85.059,71.888,1.194,62.200,Nascido
58.407,45.574,31.222,27.185,61.360,75.833,77.819,63.519,1.236,57.600,Nascido
57.438,41.894,31.616,25.823,51.344,67.624,69.237,52.786,1.317,50.600,Nascido
58.003,42.695,32.900,25.103,54.321,70.122,71.437,55.361,1.291,53.500,Nascido
57.952,45.159,32.366,25.587,59.778,74.399,76.525,61.881,1.245,56.600,Nascido
59.290,47.248,30.653,28.636,67.353,80.546,82.320,69.303,1.196,59.600,Nascido
60.452,47.620,32.742,27.709,69.479,82.390,84.372,71.777,1.186,62.500,Nascido
59.243,45.739,32.320,26.924,62.417,76.653,79.026,64.895,1.228,60.100,Nascido
58.202,43.909,32.616,25.587,57.495,72.717,74.139,58.756,1.265,57.200,Nascido
57.855,44.349,33.151,24.705,59.273,74.101,74.755,59.582,1.250,57.600,Nascido
61.593,45.970,33.080,28.513,66.372,80.327,81.886,68.153,1.210,62.100,Nascido
57.058,44.665,30.316,26.743,57.874,73.009,74.562,59.601,1.262,52.100,Nascido
57.400,45.370,31.588,25.812,59.688,74.056,76.408,61.865,1.241,53.500,Nascido
60.103,44.977,32.335,27.768,62.024,76.782,78.230,63.662,1.238,57.800,Nascido
57.963,43.859,30.751,27.211,56.629,72.115,73.756,58.381,1.273,54.900,Nascido
59.310,43.235,32.693,26.620,57.874,73.370,73.773,58.052,1.268,55.600,Nascido
59.082,45.276,29.927,29.156,61.927,76.381,77.832,63.414,1.233,58.400,Nascido
62.587,45.938,34.850,27.738,67.206,81.150,82.859,69.157,1.207,60.100,Nascido
55.418,42.587,30.503,24.917,51.567,67.667,68.759,52.628,1.312,47.500,Nascido
59.484,45.442,31.883,27.602,63.012,77.339,78.613,64.316,1.227,57.700,Nascido
57.985,41.678,33.382,24.603,50.803,67.370,69.349,52.737,1.326,49.000,Nascido
58.562,43.485,34.417,24.145,55.717,71.515,73.665,57.982,1.284,51.900,Morreu
59.002,43.694,30.367,28.636,57.199,72.681,74.400,58.981,1.271,53.500,Nascido
60.874,44.278,33.441,27.434,57.778,73.614,77.502,62.491,1.274,58.100,Nascido
59.612,45.086,35.066,24.546,61.451,74.584,78.093,63.448,1.214,57.800,Nascido
56.165,43.085,28.484,27.683,53.465,69.323,70.428,54.592,1.297,51.500,Nascido
60.019,43.963,31.133,28.886,59.371,74.628,75.956,60.738,1.257,54.600,Nascido
59.332,43.008,35.459,23.874,56.127,71.894,73.432,57.464,1.281,57.700,Nascido
56.255,43.963,31.133,25.122,55.661,71.118,72.358,56.929,1.278,51.300,Nascido
61.806,45.730,33.918,27.887,66.478,80.468,81.591,67.676,1.210,60.100,Nascido
56.938,42.644,31.616,25.323,52.768,68.664,70.307,54.217,1.301,50.500,Nascido
61.123,45.276,32.966,28.158,63.775,78.220,79.894,65.605,1.226,59.100,Nascido
61.172,46.047,32.218,28.954,65.745,79.700,81.617,67.915,1.212,62.000,Nascido
59.543,48.424,32.054,27.489,69.748,82.555,85.202,73.105,1.184,62.900,Morreu
60.649,47.069,30.449,30.200,67.829,81.165,83.321,70.354,1.197,61.400,Nascido
60.701,44.329,33.517,27.185,61.052,76.123,77.447,62.457,1.247,58.700,Nascido
57.753,43.944,31.652,26.102,57.496,72.728,73.754,58.394,1.265,56.600,Nascido
57.714,43.362,33.297,24.419,55.030,70.791,72.568,56.821,1.286,53.100,Morreu
60.413,46.632,34.340,26.073,66.407,79.707,82.206,68.786,1.200,62.300,Nascido
60.717,46.924,33.132,27.587,67.343,80.688,83.113,70.002,1.198,61.900,Nascido
61.037,44.961,32.900,28.137,63.322,77.801,79.123,64.606,1.229,57.100,Nascido
59.378,44.029,31.720,27.659,58.740,74.053,75.489,60.272,1.261,56.400,Morreu
60.251,45.192,33.649,26.602,62.669,77.145,78.877,64.431,1.231,60.100,Nascido
59.501,45.960,32.151,27.352,64.453,78.463,79.756,65.811,1.217,60.100,Nascido
60.632,46.715,33.576,27.057,66.497,80.043,82.579,69.283,1.204,60.300,Nascido
58.797,45.193,33.048,25.749,57.718,73.690,77.442,62.878,1.277,55.500,Nascido
59.831,45.253,33.419,26.413,61.884,76.492,78.590,64.153,1.236,56.400,Nascido
62.249,46.174,33.150,29.101,65.965,79.792,83.000,69.494,1.210,60.600,Morreu
57.985,44.193,31.633,26.352,57.869,73.024,74.496,59.296,1.262,54.300,Nascido
62.805,45.878,33.546,29.259,67.972,81.865,82.906,69.215,1.204,62.500,Nascido
59.082,46.001,30.404,28.680,58.932,75.132,79.396,65.464,1.275,59.700,Morreu
60.133,46.110,35.331,24.803,62.546,77.079,80.834,66.943,1.232,60.100,Nascido
59.429,45.850,29.728,29.702,62.871,77.326,79.414,65.416,1.230,57.500,Nascido
60.176,46.348,31.996,28.182,65.011,78.914,81.271,67.685,1.214,60.100,Nascido
61.806,44.233,34.937,26.869,58.398,75.724,78.350,63.318,1.297,58.700,Nascido
59.887,43.737,31.590,28.297,58.306,73.674,75.354,59.983,1.264,55.700,Nascido
60.038,44.483,31.922,28.118,60.642,75.621,77.097,62.204,1.247,58.700,Nascido
60.632,46.252,35.595,25.038,65.884,79.787,81.650,67.915,1.211,60.100,Nascido
63.952,47.159,35.602,28.351,72.516,85.077,87.010,74.471,1.173,64.900,Nascido
60.750,45.692,34.381,26.370,65.103,79.084,80.480,66.409,1.215,60.100,Morreu
58.218,43.926,33.132,25.087,57.769,73.006,74.208,58.816,1.264,57.100,Nascido
59.467,44.675,33.616,25.852,61.309,75.971,77.005,62.146,1.239,59.900,Nascido
58.257,43.766,31.828,26.431,57.291,72.768,73.866,58.428,1.270,54.000,Nascido
59.769,48.226,30.404,29.367,69.326,82.072,84.974,72.788,1.184,60.400,Nascido
59.901,46.322,31.222,28.680,64.952,78.824,80.923,67.299,1.214,61.700,Nascido
59.513,44.386,30.751,28.762,61.229,75.899,76.362,61.391,1.240,61.800,Nascido
59.702,44.144,33.352,26.352,56.805,72.933,76.088,60.919,1.284,57.400,Nascido
57.835,43.951,31.094,26.743,57.061,72.285,73.835,58.499,1.267,50.100,Nascido
60.319,45.441,32.831,27.489,63.270,77.813,79.459,65.218,1.230,55.500,Nascido
59.438,46.159,32.366,27.074,61.124,77.009,80.130,66.311,1.260,60.100,Nascido
59.002,44.693,31.133,27.868,59.372,74.359,76.522,61.708,1.252,57.300,Nascido
59.745,45.827,33.432,26.313,63.111,77.083,79.747,65.696,1.221,60.400,Nascido
58.931,47.095,31.000,27.932,65.037,78.775,81.624,68.439,1.211,61.500,Nascido
61.383,46.191,31.494,29.891,65.247,79.101,82.138,68.576,1.212,59.700,Nascido
62.863,46.083,34.315,28.549,67.371,79.122,83.440,69.900,1.174,59.700,Nascido
62.926,43.131,32.089,30.838,59.324,75.058,76.976,61.292,1.265,55.400,Nascido
59.270,44.961,33.170,26.102,61.133,75.632,77.411,62.737,1.237,60.100,Nascido
57.835,44.528,32.194,25.642,58.948,73.867,75.073,60.042,1.253,56.400,Nascido
58.412,44.381,33.352,25.062,59.433,74.108,75.360,60.242,1.247,56.900,Nascido
60.133,45.860,31.077,29.058,62.246,76.269,80.150,66.220,1.225,58.100,Nascido
61.894,45.609,32.820,29.075,65.564,79.273,81.387,67.416,1.209,60.600,Nascido
59.981,45.132,33.546,26.438,61.732,76.430,78.482,63.973,1.238,56.900,Nascido
60.142,43.858,33.579,26.563,59.657,74.483,75.904,60.572,1.249,56.100,Nascido
61.841,44.796,32.858,28.983,62.932,77.640,79.551,64.976,1.234,57.700,Morreu
58.912,42.403,35.281,23.631,51.649,68.913,71.774,55.463,1.334,51.900,Nascido
55.703,44.425,29.367,26.337,55.244,70.524,72.742,57.563,1.277,50.100,Nascido
57.424,43.381,31.351,26.073,54.286,70.014,72.265,56.583,1.290,50.100,Nascido
58.252,45.710,31.901,26.352,62.404,76.585,77.977,63.731,1.227,58.900,Nascido
58.022,45.461,30.653,27.369,61.204,75.678,77.187,62.786,1.236,58.900,Nascido
61.702,43.394,35.631,26.073,60.203,75.479,76.467,60.838,1.254,55.700,Nascido
57.529,44.221,33.711,23.821,58.003,73.239,74.207,58.906,1.263,53.900,Nascido
59.143,45.756,32.831,26.313,62.865,77.079,78.980,64.834,1.226,57.200,Nascido
63.024,42.367,37.803,25.221,58.105,74.313,75.582,59.233,1.279,53.300,Morreu
57.161,46.322,29.977,27.185,62.354,76.170,78.154,64.220,1.222,60.100,Nascido
58.688,44.144,32.851,25.837,58.129,73.218,75.102,59.882,1.260,56.400,Nascido
57.859,45.798,31.471,26.390,61.511,75.966,77.765,63.545,1.235,59.000,Nascido
60.601,47.427,31.206,29.396,68.922,81.916,84.069,71.372,1.189,63.300,Nascido
60.768,47.977,30.634,30.134,70.769,83.382,85.463,73.238,1.178,61.500,Nascido
62.347,46.023,34.212,28.137,66.409,80.428,82.789,69.149,1.211,60.100,Nascido
56.736,43.944,31.383,25.353,56.344,71.602,72.781,57.365,1.271,53.900,Nascido
60.233,45.175,31.366,28.867,63.283,77.681,78.768,64.363,1.228,61.100,Morreu
52.897,41.367,28.325,24.573,46.555,62.783,64.009,47.396,1.349,43.800,Nascido
59.082,45.276,32.670,26.413,60.940,75.635,77.883,63.415,1.241,55.800,Nascido
60.204,46.322,31.129,29.075,62.551,78.579,81.229,67.641,1.256,58.700,Nascido
58.271,45.461,29.885,28.387,61.339,75.480,77.423,63.056,1.231,55.200,Nascido
60.938,44.144,30.588,30.351,61.165,76.066,77.234,62.179,1.244,56.700,Nascido
61.717,46.424,33.866,27.851,67.790,81.111,83.035,69.646,1.197,63.500,Nascido
60.452,43.909,33.101,27.352,60.008,75.007,76.296,61.028,1.250,56.000,Nascido
58.259,45.617,33.432,24.827,62.176,76.520,77.842,63.477,1.231,60.100,Nascido
57.772,44.712,32.650,25.122,56.214,72.188,75.417,60.473,1.284,56.000,Morreu
59.294,47.506,31.779,27.516,65.778,80.697,82.911,70.067,1.227,62.700,Nascido
62.091,45.441,34.875,27.216,65.817,80.022,81.268,67.133,1.216,62.800,Nascido
60.579,44.006,34.189,26.390,57.051,73.535,76.657,61.424,1.289,57.700,Nascido
59.717,44.425,32.632,27.087,57.861,73.304,76.680,61.712,1.267,56.800,Nascido
57.150,42.368,31.828,25.323,52.970,68.694,69.943,53.714,1.297,52.500,Nascido
63.429,47.278,34.139,29.290,72.698,85.124,86.701,74.236,1.171,63.700,Nascido
58.460,46.873,32.244,26.216,65.685,79.293,80.698,67.253,1.207,58.700,Nascido
59.967,44.675,34.366,25.603,60.909,75.615,77.517,62.669,1.241,57.300,Nascido
62.452,46.159,33.866,28.587,68.465,81.876,83.185,69.672,1.196,65.900,Nascido
61.999,45.692,33.399,28.601,65.211,79.378,81.686,67.776,1.217,62.400,Nascido
57.542,46.001,32.171,25.371,61.524,75.741,77.908,63.756,1.231,57.600,Nascido
60.750,47.458,35.915,24.837,69.717,82.701,84.458,71.645,1.186,60.100,Morreu
58.312,46.772,31.152,27.161,64.422,78.211,80.298,66.793,1.214,57.700,Nascido
60.898,46.322,31.471,29.428,65.792,79.704,81.934,68.419,1.211,62.000,Nascido
58.771,44.462,29.655,29.117,59.202,74.203,75.794,60.835,1.253,58.800,Nascido
61.328,46.001,34.438,26.889,65.624,79.532,81.730,67.950,1.212,62.900,Nascido
60.898,47.816,31.222,29.677,69.191,82.227,85.245,72.906,1.188,63.700,Nascido
62.232,46.941,35.397,26.837,69.738,82.767,84.765,71.801,1.187,60.100,Nascido
61.393,46.118,34.182,27.214,66.646,80.401,82.046,68.372,1.206,57.600,Nascido
61.377,44.599,33.320,28.057,61.587,75.773,78.680,63.924,1.230,57.600,Morreu
59.452,45.909,33.366,26.087,63.207,77.235,79.634,65.609,1.222,60.300,Nascido
63.594,47.270,33.669,29.927,71.092,84.044,86.844,74.405,1.182,66.800,Nascido
60.001,46.459,32.151,27.851,65.190,78.924,81.343,67.814,1.211,58.500,Nascido
61.123,46.297,31.446,29.677,65.424,79.472,82.106,68.597,1.215,57.800,Nascido
60.038,45.980,33.170,26.869,63.431,78.187,80.361,66.461,1.233,56.800,Nascido
62.869,45.026,33.464,29.406,64.355,79.013,81.081,66.738,1.228,58.900,Nascido
62.667,46.322,36.006,26.662,67.889,81.563,83.840,70.406,1.201,63.800,Nascido
62.295,46.112,32.900,29.396,67.779,81.319,82.902,69.356,1.200,62.100,Nascido
61.287,46.729,33.899,27.388,68.146,81.320,83.279,70.070,1.193,64.000,Nascido
62.195,45.325,34.984,27.211,63.997,78.518,81.119,66.902,1.227,59.700,Nascido
60.188,45.144,30.101,30.088,61.634,76.145,78.649,64.228,1.235,57.900,Nascido
56.773,42.964,30.884,25.891,53.499,69.376,70.788,54.875,1.297,50.400,Nascido
60.807,44.233,32.900,27.909,61.749,76.580,77.327,62.296,1.240,61.100,Morreu
59.954,44.578,30.005,29.951,59.551,74.715,77.202,62.385,1.255,57.700,Nascido
63.118,47.044,32.171,30.947,69.826,83.110,85.822,73.143,1.190,68.800,Nascido
55.724,47.678,31.029,24.695,64.063,77.360,79.637,66.325,1.208,58.100,Nascido
60.787,46.978,34.149,26.640,69.144,82.235,83.338,70.244,1.189,63.100,Nascido
56.090,43.281,31.423,24.668,53.487,69.228,70.817,55.017,1.294,52.200,Nascido
56.566,44.504,30.675,25.891,57.550,72.574,73.761,58.662,1.261,57.900,Morreu
55.953,44.159,31.116,24.837,55.947,71.103,72.477,57.130,1.271,55.300,Nascido
58.063,45.502,29.927,28.137,60.561,75.440,77.306,62.946,1.246,58.800,Nascido
58.151,44.764,29.571,28.579,58.941,74.299,75.823,61.010,1.261,54.500,Nascido
61.268,45.442,32.132,29.136,65.194,79.381,80.384,66.244,1.218,59.100,Nascido
59.520,44.961,32.882,26.640,62.260,76.732,77.643,63.002,1.232,61.600,Nascido
61.268,44.443,32.900,28.368,62.030,76.830,78.225,63.364,1.239,62.100,Nascido
60.126,44.801,32.467,27.659,61.742,76.419,77.877,63.190,1.238,60.100,Nascido
60.601,45.525,33.464,27.139,63.576,77.971,79.937,65.764,1.226,60.300,Nascido
57.772,45.481,31.652,26.120,59.198,73.859,77.008,62.571,1.248,52.700,Nascido
56.648,44.462,30.507,26.142,57.604,72.835,73.749,58.636,1.264,53.100,Nascido
60.001,44.943,33.132,26.869,60.800,75.588,78.077,63.456,1.243,57.100,Morreu
62.702,45.159,34.352,28.351,65.459,79.592,81.231,66.954,1.216,63.900,Nascido
61.536,44.712,33.669,27.868,62.583,77.343,79.089,64.414,1.236,60.300,Nascido
59.325,46.893,31.662,27.665,65.765,79.354,81.596,68.306,1.207,62.100,Nascido
65.477,45.752,37.773,27.706,62.601,76.848,85.430,71.767,1.228,60.100,Nascido
59.642,43.608,34.830,24.811,57.986,72.919,74.951,59.385,1.258,54.700,Nascido
60.967,46.174,32.882,28.087,65.728,79.565,81.705,68.063,1.211,62.300,Nascido
56.033,40.907,31.806,24.227,47.835,64.719,65.994,49.095,1.353,45.900,Nascido
55.366,43.058,28.705,26.662,51.585,67.547,69.623,53.747,1.309,52.500,Nascido
60.688,47.659,31.088,29.601,68.664,81.712,84.674,72.176,1.190,63.900,Nascido
59.002,45.960,34.131,24.872,63.542,77.563,79.338,65.258,1.221,57.400,Nascido
61.483,47.191,33.631,27.851,66.917,80.427,84.496,71.691,1.202,63.000,Nascido
62.895,43.858,37.593,25.303,61.590,76.401,78.691,63.345,1.240,60.000,Nascido
59.105,45.276,31.945,27.161,60.143,75.379,77.884,63.438,1.253,60.000,Nascido
59.853,45.774,30.449,29.406,60.990,76.397,79.678,65.665,1.253,60.300,Nascido
61.848,48.789,33.940,27.909,73.544,85.579,88.487,77.086,1.164,64.400,Nascido
62.452,45.909,34.866,27.587,67.100,80.784,82.659,68.919,1.204,58.800,Nascido
59.020,46.729,31.652,27.369,65.487,79.105,80.929,67.479,1.208,60.100,Nascido
56.530,43.671,31.278,25.252,56.383,71.785,72.021,56.450,1.273,53.600,Nascido
59.628,46.047,33.215,26.413,64.532,78.526,80.102,66.200,1.217,60.100,Nascido
61.479,45.260,33.680,27.801,63.946,78.568,80.229,65.941,1.229,60.100,Nascido
56.911,46.382,30.076,26.837,61.276,75.339,78.035,64.107,1.229,54.500,Nascido
57.909,46.571,30.449,27.460,64.060,77.916,79.444,65.762,1.216,56.400,Nascido
61.577,42.487,33.170,28.408,57.722,73.661,74.329,58.200,1.276,55.900,Nascido
57.813,44.255,29.179,28.636,57.738,72.992,74.425,59.288,1.264,54.900,Nascido
61.231,45.827,31.625,29.606,65.295,79.469,81.184,67.331,1.217,59.100,Nascido
58.771,45.192,32.920,25.852,61.182,75.759,77.411,62.849,1.238,52.700,Morreu
61.123,46.546,35.732,25.392,67.695,81.200,82.791,69.338,1.200,57.600,Nascido
60.038,45.231,32.650,27.388,63.658,78.014,78.722,64.314,1.226,58.300,Nascido
60.040,44.913,32.054,27.986,61.904,76.667,78.025,63.415,1.238,59.000,Nascido
59.438,43.894,32.866,26.574,59.087,74.124,75.290,59.964,1.254,55.500,Nascido
60.601,45.774,34.937,25.665,64.884,79.023,80.539,66.486,1.218,59.100,Nascido
59.270,43.713,30.154,29.117,56.477,72.135,74.698,59.302,1.277,50.300,Nascido
60.071,45.087,31.581,28.490,61.580,76.421,78.422,63.941,1.241,54.200,Nascido
61.780,45.908,32.303,29.479,66.328,80.011,81.923,68.175,1.206,60.100,Nascido
59.520,44.212,31.383,28.137,58.623,73.758,76.008,60.919,1.258,54.000,Nascido
60.807,45.481,32.401,28.408,63.536,77.869,80.017,65.859,1.226,58.800,Nascido
63.415,45.620,35.341,28.075,66.816,80.690,82.988,69.103,1.208,61.600,Nascido
60.318,45.826,33.060,27.259,63.404,77.822,80.300,66.325,1.227,58.900,Nascido
56.939,43.611,30.005,26.936,53.931,70.236,72.254,56.703,1.302,52.800,Nascido
59.456,43.582,32.770,26.687,58.338,73.743,74.644,59.132,1.264,56.700,Nascido
