59.18,43.66,30.30,28.88,72.21,56.80,1061.54
55.39,43.06,28.18,27.21,65.89,52.40,1056.47
58.86,45.76,30.85,28.02,74.65,57.00,1079.43
56.44,45.16,28.59,27.85,70.44,54.40,1062.45
58.77,42.89,30.01,28.76,67.85,55.60,1065.04
55.92,42.88,28.84,27.09,66.43,51.10,1071.38
53.97,44.19,28.89,25.09,65.46,51.60,1066.19
54.89,43.03,29.08,25.82,63.82,51.20,1084.87
57.98,45.44,29.87,28.12,74.88,59.90,1079.06
58.66,43.31,30.45,28.21,69.98,54.40,1060.38
58.29,41.47,30.40,27.89,64.81,50.20,1065.95
58.02,44.71,30.38,27.64,69.78,58.90,1084.54
56.97,42.68,30.12,26.85,65.40,54.60,1089.82
54.40,41.62,28.59,25.81,61.64,48.90,1072.58
58.55,44.17,32.05,26.49,71.60,54.10,1079.84
55.03,44.48,29.90,25.12,67.32,51.90,1076.84
60.60,42.51,30.70,29.90,66.24,54.70,1091.81
