@relation eggDataIMP3

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute class {0,1}

@data
60.63,45.04,33.72,26.91,62.30,7687.26,7892.84,64.41,1
60.74,44.63,32.24,28.49,60.87,7593.87,7809.00,63.33,1
60.15,45.81,33.97,26.18,64.54,7865.38,8013.60,66.10,1
60.86,45.73,32.81,28.05,64.61,7889.41,8062.50,66.64,1
61.01,46.90,31.52,29.49,68.05,8141.95,8331.96,70.26,1
64.66,46.29,35.23,29.43,70.95,8423.35,8574.75,72.55,1
60.26,44.13,31.54,28.72,59.91,7520.27,7654.38,61.44,1
59.15,44.56,32.45,26.70,60.51,7526.26,7641.68,61.50,1
58.69,44.35,30.99,27.70,58.75,7396.83,7549.80,60.45,1
60.98,43.98,33.79,27.19,60.08,7531.36,7698.12,61.77,1
59.46,45.63,31.24,28.22,62.73,7705.82,7897.52,64.81,0
64.44,48.85,33.24,31.20,77.43,8879.51,9136.91,80.53,0
62.82,46.23,32.42,30.39,70.13,8313.92,8369.40,70.31,1
62.42,44.56,32.45,29.97,63.83,7852.91,7960.42,64.90,1
60.74,47.62,31.52,29.22,69.62,8248.05,8465.19,72.13,1
59.51,45.15,33.04,26.47,61.81,7641.11,7804.26,63.52,1
61.19,46.85,32.22,28.97,68.42,8162.02,8341.61,70.34,1
58.94,45.60,34.01,24.93,62.44,7672.56,7850.28,64.18,0
61.23,45.04,35.71,25.53,63.67,7825.42,7959.64,65.05,1
61.67,43.49,31.57,30.10,59.86,7521.91,7653.44,61.07,1
58.63,46.31,29.68,28.95,63.87,7780.78,7960.83,65.85,1
58.93,46.54,30.57,28.36,66.04,7968.39,8040.45,66.83,1
60.40,46.06,31.22,29.18,66.25,7999.10,8086.16,67.10,1
59.09,46.98,30.79,28.30,65.68,7932.92,8152.38,68.28,1
58.43,45.04,30.10,28.33,61.15,7586.18,7669.49,62.07,1
59.82,45.75,30.40,29.42,62.87,7699.28,7958.26,65.55,0
60.08,44.51,32.92,27.16,60.87,7557.91,7721.83,62.32,1
59.34,47.48,29.77,29.57,67.23,8050.22,8286.58,70.03,1
63.29,47.35,32.62,30.67,72.22,8478.63,8669.11,74.29,1
61.21,46.60,31.47,29.74,68.07,8147.80,8287.51,69.61,1
58.88,43.04,32.70,26.18,55.51,7137.92,7296.19,57.11,0
61.05,45.48,32.91,28.14,63.15,7745.47,8026.80,66.12,1
58.83,44.51,30.43,28.40,59.46,7432.70,7595.50,61.02,1
60.44,46.81,30.50,29.95,67.21,8031.02,8253.62,69.34,1
63.02,48.35,33.73,29.29,75.30,8722.64,8869.59,77.12,0
63.21,46.85,32.99,30.22,70.49,8355.85,8549.59,72.66,1
62.01,46.40,34.29,27.72,67.95,8143.25,8328.52,69.90,0
62.82,44.73,31.92,30.89,63.48,7811.70,8035.79,65.81,1
59.52,47.38,31.41,28.11,67.84,8083.76,8286.50,69.97,0
63.50,48.06,32.66,30.85,74.75,8684.76,8854.31,76.81,1
60.34,45.76,33.68,26.66,66.13,7983.50,8019.43,66.15,0
60.02,46.85,32.44,27.58,67.61,8080.76,8222.79,68.98,0
58.35,43.62,31.73,26.62,56.62,7226.26,7364.81,58.13,1
63.41,47.06,32.97,30.43,72.49,8511.28,8616.83,73.53,1
59.40,45.31,29.70,29.70,62.29,7679.03,7822.47,63.86,1
60.70,45.54,31.41,29.29,63.34,7778.31,8003.25,65.92,1
60.99,47.40,32.74,28.24,69.70,8267.04,8442.78,71.74,1
63.39,46.54,32.45,30.93,69.94,8324.15,8497.38,71.90,1
60.05,44.73,30.15,29.89,61.99,7631.65,7761.55,62.90,1
59.94,45.08,30.99,28.95,62.44,7696.44,7827.35,63.79,1
58.38,45.06,30.97,27.41,61.24,7583.95,7669.77,62.07,1
59.71,46.57,30.80,28.91,65.98,7985.19,8125.96,67.79,1
56.82,45.68,29.92,26.90,60.03,7470.60,7645.83,62.09,1
58.79,44.40,32.04,26.75,59.25,7432.35,7571.35,60.68,1
61.19,44.58,30.72,30.47,61.81,7668.02,7842.49,63.68,1
56.19,43.85,29.47,26.72,55.23,7075.06,7203.33,56.58,1
62.64,46.48,33.34,29.29,69.15,8266.63,8407.12,70.85,1
60.61,45.73,30.57,30.04,65.33,7936.45,8034.55,66.37,0
58.35,45.78,30.42,27.93,62.26,7650.77,7817.81,64.02,0
59.30,45.30,30.20,29.10,62.34,7683.27,7810.14,63.72,1
60.87,43.52,31.95,28.92,58.95,7432.95,7584.32,60.37,1
58.34,46.98,29.54,28.80,65.12,7884.72,8074.90,67.41,0
56.99,44.13,30.74,26.25,57.76,7291.42,7338.32,58.10,1
63.16,46.47,32.58,30.58,71.07,8423.07,8457.14,71.41,0
64.06,43.58,32.55,31.52,62.31,7765.23,7906.39,63.72,0
62.40,44.86,32.02,30.38,64.64,7911.38,8024.08,65.76,0
55.94,41.94,28.43,27.52,50.30,6685.68,6790.27,51.52,0
62.96,44.08,34.01,28.95,62.31,7733.06,7910.76,64.06,0
58.31,45.36,32.23,26.09,60.32,7515.48,7729.98,62.82,0
61.24,47.65,32.99,28.24,71.26,8378.75,8524.86,72.80,1
59.71,45.60,30.99,28.72,63.88,7808.96,7917.12,65.02,0
57.71,44.63,31.52,26.20,58.71,7370.81,7514.23,60.18,1
61.32,46.25,35.43,25.89,65.36,7908.27,8231.24,68.67,1
59.07,44.99,29.92,29.15,60.36,7499.42,7721.62,62.61,0
62.04,45.22,32.66,29.38,65.11,7902.95,8067.27,66.42,1
58.44,47.62,31.72,26.72,67.11,8031.46,8229.95,69.41,0
62.09,44.76,35.96,26.13,64.32,7868.18,7981.13,65.13,0
61.19,45.83,34.76,26.43,65.68,7957.43,8123.75,67.30,1
58.81,42.90,30.82,27.99,55.07,7111.34,7257.12,56.68,0
60.71,46.10,33.26,27.45,67.02,8059.73,8130.37,67.57,1
59.62,46.23,31.07,28.55,64.76,7877.04,8043.15,66.71,1
59.19,46.35,32.24,26.95,65.20,7889.08,8029.99,66.59,1
60.42,44.27,33.09,27.33,60.76,7589.79,7703.02,61.99,1
60.02,46.85,32.94,27.08,66.44,7983.09,8224.14,68.98,1
59.09,44.95,33.56,25.53,60.49,7532.09,7723.44,62.52,1
57.85,45.78,29.43,28.41,61.22,7560.72,7766.88,63.47,1
62.61,48.22,35.86,26.75,75.07,8685.12,8806.94,76.24,0
65.51,47.62,35.79,29.72,76.69,8872.99,8968.80,77.80,1
59.65,45.56,34.98,24.68,63.62,7789.08,7915.22,64.84,0
59.62,44.31,32.39,27.23,59.12,7421.79,7634.21,61.30,1
57.76,43.90,30.02,27.74,56.56,7202.87,7364.17,58.29,1
58.93,44.48,32.13,26.80,59.31,7447.44,7602.82,61.06,1
62.59,44.49,34.93,27.66,62.53,7732.88,7967.34,64.88,0
66.68,47.86,35.15,31.52,77.29,8936.34,9144.56,79.97,0
64.46,46.46,33.26,31.20,70.46,8378.26,8588.93,72.86,1
62.71,46.60,33.01,29.70,69.86,8305.84,8442.45,71.32,1
61.62,44.40,33.47,28.15,61.20,7646.10,7848.64,63.61,1
64.19,45.83,35.49,28.70,68.10,8199.74,8424.39,70.60,1
60.83,47.48,32.29,28.55,69.45,8243.81,8443.62,71.80,0
56.86,46.04,29.20,27.66,59.73,7417.41,7725.47,63.12,1
62.56,43.15,32.04,30.52,59.57,7527.66,7666.93,60.99,1
63.80,46.92,33.04,30.77,70.96,8404.15,8626.41,73.56,0
62.04,44.05,33.65,28.39,60.88,7608.09,7813.99,63.03,1
59.17,47.10,30.72,28.45,65.94,7949.96,8188.07,68.74,1
60.90,46.81,30.70,30.20,67.74,8120.90,8301.54,69.88,0
63.57,47.75,33.91,29.65,73.03,8541.90,8791.34,75.89,0
61.01,46.15,32.29,28.72,65.63,7963.43,8167.90,68.03,1
58.05,47.00,29.42,28.64,65.00,7839.18,8050.28,67.14,0
63.53,45.13,32.02,31.52,64.91,7960.51,8194.47,67.74,0
60.88,44.79,31.20,29.68,62.16,7681.00,7858.01,63.96,1
65.61,44.26,34.19,31.42,66.56,8114.79,8208.50,67.29,1
59.86,47.48,33.59,26.27,68.63,8173.85,8348.36,70.65,1
59.67,46.83,31.74,27.93,66.28,7987.50,8181.60,68.53,0
59.11,45.04,30.18,28.93,61.18,7573.87,7736.60,62.80,1
57.51,44.40,31.54,25.97,57.44,7277.92,7447.70,59.37,1
56.61,45.29,30.18,26.43,58.52,7339.21,7543.89,60.81,1
61.23,48.28,30.78,30.45,72.65,8476.61,8662.11,74.72,1
60.37,47.21,31.16,29.21,69.28,8237.93,8334.81,70.45,1
62.84,45.26,32.19,30.66,64.98,7915.97,8155.21,67.40,1
60.67,45.51,30.60,30.07,64.21,7849.88,7992.57,65.80,0
60.63,44.79,33.46,27.18,61.77,7661.34,7837.77,63.70,1
59.43,45.01,31.38,28.05,60.87,7576.12,7762.39,63.04,1
61.42,46.26,33.12,28.30,67.74,8112.03,8234.80,68.81,1
62.35,48.28,33.44,28.92,74.25,8600.78,8784.49,76.10,1
63.12,47.55,32.45,30.67,73.05,8533.56,8696.22,74.71,1
58.46,43.35,29.24,29.22,56.54,7209.21,7316.58,57.53,1
60.56,45.18,32.54,28.02,63.09,7765.85,7911.17,64.71,1
63.01,46.13,32.76,30.24,67.53,8139.57,8364.97,70.19,1
57.53,46.23,29.65,27.88,64.15,7759.52,7832.97,64.39,1
58.78,45.75,33.37,25.41,62.78,7720.63,7862.49,64.41,0
60.66,45.72,30.45,30.21,64.83,7892.74,8036.38,66.38,1
56.92,43.58,29.22,27.70,54.73,7041.52,7216.33,56.60,1
58.59,45.23,29.79,28.80,61.00,7567.08,7725.02,62.76,1
59.49,45.13,35.04,24.45,62.24,7682.15,7805.58,63.43,0
58.40,46.58,32.20,26.20,64.21,7800.68,8000.69,66.35,0
59.63,46.96,33.22,26.41,66.36,7984.29,8209.18,68.85,1
56.51,44.93,28.74,27.77,58.43,7332.28,7455.95,59.73,1
55.02,43.43,31.82,23.20,53.33,6870.16,7014.06,54.33,1
58.86,44.54,29.93,28.93,59.20,7408.62,7605.33,61.15,1
58.19,45.33,29.22,28.97,59.74,7461.20,7706.51,62.61,1
59.13,46.58,31.66,27.47,64.55,7846.85,8070.54,67.16,1
57.67,46.35,29.45,28.22,64.02,7776.28,7872.53,64.88,0
57.06,45.35,33.38,23.68,59.52,7418.25,7610.85,61.44,0
56.04,44.18,30.57,25.47,55.33,7080.36,7258.30,57.27,0
57.88,43.79,32.20,25.68,56.38,7185.12,7357.26,58.12,1
59.62,43.27,35.23,24.39,57.42,7297.76,7423.72,58.45,1
58.87,45.48,33.09,25.78,62.00,7647.45,7812.86,63.76,0
58.56,46.67,31.69,26.87,65.42,7913.72,8034.96,66.80,1
59.13,44.11,32.39,26.74,57.98,7344.39,7543.42,60.24,0
58.08,42.75,31.67,26.41,54.79,7056.50,7159.27,55.59,1
57.83,41.74,33.21,24.63,52.45,6863.23,6932.54,52.75,1
56.86,43.79,30.68,26.18,56.90,7212.42,7256.49,57.09,1
60.96,45.60,32.74,28.22,63.97,7830.41,8044.41,66.38,1
63.08,48.45,32.07,31.02,76.47,8798.21,8897.13,77.53,0
58.56,44.12,31.69,26.87,58.22,7362.34,7489.14,59.68,1
61.33,44.68,34.34,27.00,63.20,7784.00,7883.72,64.10,1
63.17,44.81,35.48,27.70,65.12,7963.93,8095.91,66.42,0
59.86,45.98,31.60,28.27,64.20,7829.65,8014.91,66.27,0
62.30,45.22,32.65,29.65,65.19,7925.74,8093.21,66.70,1
57.56,47.00,31.42,26.14,64.48,7801.14,8004.25,66.58,1
58.19,45.85,32.24,25.95,62.09,7641.99,7823.13,64.06,1
60.69,44.33,34.51,26.18,61.26,7628.10,7747.73,62.45,1
60.71,44.58,31.99,28.72,61.47,7648.20,7796.56,63.18,1
57.40,41.67,31.52,25.87,50.83,6729.63,6874.62,52.19,1
58.10,47.80,32.19,25.91,67.82,8064.01,8233.60,69.49,1
61.33,46.70,32.07,29.27,68.65,8199.50,8321.93,70.04,1
59.53,46.17,31.52,28.02,64.21,7829.59,8024.00,66.46,1
62.58,44.99,34.44,28.14,64.67,7906.58,8074.61,66.33,0
60.95,44.76,32.90,28.05,62.94,7773.28,7861.14,63.95,1
56.46,44.88,30.52,25.95,57.48,7255.86,7443.38,59.54,1
58.43,47.32,32.16,26.27,66.74,8008.09,8162.89,68.50,1
62.36,46.73,36.11,26.25,69.16,8258.19,8444.64,71.29,1
61.03,46.67,34.06,26.97,68.37,8176.33,8290.80,69.62,1
60.71,47.62,33.51,27.20,69.74,8261.25,8467.55,72.10,0
60.90,45.56,33.99,26.91,63.67,7803.10,8033.18,66.20,1
56.84,43.21,30.57,26.27,55.44,7116.67,7134.63,55.57,1
58.96,48.34,30.13,28.83,68.77,8168.84,8438.53,72.15,1
60.28,45.68,32.81,27.47,64.26,7847.65,7993.20,65.85,1
57.34,44.73,30.57,26.77,58.06,7316.84,7498.58,60.08,1
60.78,44.15,34.31,26.47,61.09,7620.84,7717.04,62.04,1
61.90,45.31,34.49,27.41,65.70,7986.07,8078.56,66.55,1
59.74,46.13,33.29,26.45,65.48,7928.92,8038.26,66.55,1
62.45,46.54,36.39,26.06,68.77,8230.93,8412.20,70.81,1
64.41,47.01,33.87,30.54,72.74,8553.78,8708.79,74.52,1
62.45,45.48,32.62,29.82,65.93,8018.22,8165.09,67.63,0
60.65,45.31,31.20,29.45,63.50,7785.74,7947.61,65.20,1
57.19,43.08,30.24,26.95,53.89,6979.31,7140.35,55.58,1
58.31,45.20,32.04,26.27,59.94,7481.79,7695.90,62.39,0
59.31,44.33,31.91,27.40,59.40,7464.45,7606.61,61.03,1
60.56,49.22,31.79,28.77,73.84,8562.95,8805.39,76.82,1
61.87,45.78,34.46,27.41,66.07,7987.12,8177.16,67.88,0
61.01,44.63,33.04,27.97,62.63,7749.49,7837.28,63.62,0
63.89,44.37,35.78,28.11,63.45,7860.23,8067.87,65.84,1
58.92,45.56,30.72,28.20,61.81,7634.95,7829.09,64.04,1
59.52,46.93,31.04,28.48,67.24,8062.00,8186.73,68.64,1
61.06,46.58,34.62,26.45,68.22,8170.99,8275.73,69.38,1
57.46,44.63,32.27,25.20,58.75,7367.61,7492.68,59.92,1
59.81,44.61,32.94,26.87,59.74,7500.69,7717.63,62.33,1
58.54,43.98,34.68,23.86,57.76,7289.09,7469.66,59.28,1
57.90,45.79,29.60,28.30,62.02,7643.91,7775.71,63.57,1
62.59,48.36,35.65,26.94,75.21,8712.92,8834.12,76.63,0
62.96,48.87,31.99,30.97,76.61,8791.48,8982.55,78.75,1
62.06,47.70,33.81,28.24,70.62,8346.31,8622.89,73.93,0
60.09,44.40,33.51,26.59,61.27,7624.62,7701.56,62.03,1
57.03,42.71,32.16,24.87,53.13,6877.46,7054.45,54.47,1
60.26,46.38,32.04,28.22,65.75,7958.66,8141.57,67.86,1
59.69,46.10,33.76,25.93,64.72,7874.08,8030.82,66.43,1
62.27,45.96,35.07,27.21,66.28,8022.02,8260.59,68.88,0
59.34,45.93,32.44,26.90,64.48,7855.26,7953.84,65.55,1
62.40,45.04,34.99,27.41,64.22,7872.71,8070.17,66.29,0
61.15,44.85,34.37,26.78,63.45,7784.12,7903.64,64.41,1
58.17,44.83,32.24,25.93,59.10,7405.83,7603.68,61.22,1
63.07,48.16,34.46,28.61,75.06,8693.49,8834.12,76.59,1
65.95,47.08,36.77,29.18,76.08,8836.78,8891.59,76.54,1
66.16,45.98,36.89,29.27,72.63,8598.88,8659.37,73.23,1
60.66,46.21,33.47,27.19,65.96,7983.41,8150.07,67.83,1
61.84,45.51,34.44,27.40,67.57,8142.02,8115.40,67.06,0
61.62,46.67,34.46,27.15,68.37,8186.10,8350.66,70.28,0
59.56,46.25,31.16,28.40,65.13,7877.67,8041.18,66.69,1
60.10,47.03,33.44,26.66,67.65,8076.94,8272.76,69.60,1
58.82,45.76,31.42,27.40,63.40,7737.10,7862.76,64.49,1
64.55,45.40,33.51,31.04,67.70,8193.00,8359.45,69.67,1
59.42,45.08,30.22,29.20,62.08,7663.30,7775.24,63.23,0
63.53,46.15,35.29,28.24,68.34,8217.37,8428.81,70.85,1
61.83,47.42,32.41,29.42,70.50,8348.22,8533.34,72.79,1
56.41,46.96,28.99,27.42,63.19,7695.86,7874.15,65.13,1
60.67,46.83,32.22,28.45,67.52,8096.88,8283.96,69.67,1
58.33,44.01,29.93,28.40,58.01,7314.01,7440.89,59.15,0
62.93,44.94,32.23,30.70,65.18,7953.52,8092.52,66.53,1
60.06,46.00,31.66,28.40,64.72,7852.36,8037.77,66.53,0
59.35,46.28,29.93,29.42,65.29,7889.91,8025.69,66.55,1
60.86,48.15,31.03,29.83,71.67,8423.81,8595.14,73.88,0
60.19,44.33,30.72,29.47,62.17,7684.55,7690.56,61.94,1
55.23,43.09,27.90,27.33,52.14,6813.54,6954.91,53.69,1
56.08,43.51,28.41,27.66,54.12,6971.08,7120.16,55.57,1
57.19,44.60,28.74,28.45,58.67,7366.10,7454.69,59.58,0
59.13,48.31,32.22,26.91,68.79,8160.99,8454.00,72.27,0
59.12,45.98,31.57,27.55,64.03,7813.97,7940.14,65.44,0
59.84,46.14,32.69,27.15,64.93,7899.28,8049.93,66.71,1
60.12,45.54,30.18,29.93,64.46,7849.87,7943.83,65.29,0
60.14,44.23,30.82,29.32,60.26,7514.78,7665.36,61.62,0
64.55,49.48,33.91,30.63,79.65,9004.76,9295.53,82.75,1
59.71,46.07,30.35,29.36,64.61,7868.20,8017.49,66.36,1
60.56,48.72,31.02,29.54,74.19,8595.65,8692.01,75.28,0
60.35,46.78,32.17,28.18,66.94,8028.92,8239.46,69.15,0
61.06,47.37,33.34,27.73,69.06,8225.96,8445.18,71.73,0
62.46,43.58,33.76,28.70,59.81,7548.28,7753.10,62.12,1
60.27,46.11,30.42,29.85,64.63,7856.12,8081.74,67.08,0
57.69,45.35,29.49,28.20,60.72,7530.79,7661.82,62.13,1
63.06,45.90,32.79,30.27,67.48,8144.64,8319.43,69.56,1
63.20,46.82,32.03,31.17,70.60,8373.35,8539.18,72.53,1
66.59,47.88,36.98,29.60,79.05,9056.47,9144.41,79.93,1
61.30,45.36,31.38,29.92,64.10,7842.07,8022.68,66.04,1
63.57,48.75,32.91,30.66,77.65,8885.33,9019.59,79.11,1
65.26,47.85,32.75,32.51,77.78,8939.91,8991.67,78.25,0
56.62,46.29,28.33,28.30,61.86,7613.61,7753.29,63.53,1
60.83,46.39,30.70,30.13,66.61,8041.63,8201.28,68.55,1
61.94,43.06,33.74,28.20,58.66,7455.18,7590.94,60.14,0
59.81,46.70,30.04,29.77,65.56,7897.68,8164.86,68.30,1
58.96,46.63,29.74,29.22,65.53,7916.27,8062.15,67.12,1
58.50,47.97,30.62,27.88,68.17,8108.49,8309.04,70.49,0
57.15,47.07,29.36,27.80,64.43,7821.22,7973.39,66.30,1
57.08,45.65,30.40,26.67,61.04,7546.91,7665.38,62.28,0
58.96,45.01,31.03,27.93,61.35,7574.02,7716.52,62.56,1
60.81,42.72,31.41,29.40,56.98,7280.30,7408.61,58.12,0
59.91,47.61,30.08,29.83,69.00,8196.58,8375.95,71.11,0
59.18,46.52,31.66,27.52,64.72,7869.88,8064.04,67.06,0
59.62,46.82,32.83,26.79,66.19,7986.52,8176.67,68.43,1
58.56,44.90,31.16,27.40,59.54,7461.90,7653.23,61.81,1
58.92,42.31,30.47,28.45,54.91,7100.39,7143.34,55.22,1
62.34,46.33,31.32,31.03,67.64,8146.93,8343.05,70.08,1
62.27,45.19,33.96,28.31,64.93,7937.60,8085.56,66.57,1
60.24,45.97,32.59,27.65,65.30,7919.91,8052.72,66.66,0
63.42,48.08,31.97,31.45,74.88,8669.07,8850.01,76.78,0
60.09,45.15,31.66,28.43,62.98,7756.75,7857.01,64.13,1
66.93,46.56,37.00,29.93,74.06,8703.90,8872.24,75.98,0
62.67,45.79,31.95,30.72,67.62,8145.97,8256.51,68.82,1
59.90,45.56,30.20,29.70,63.57,7765.07,7926.40,65.11,1
56.51,46.17,31.29,25.22,61.87,7602.62,7723.24,63.09,1
58.44,45.35,31.22,27.22,61.63,7616.25,7738.15,62.94,1
57.92,44.58,29.22,28.70,58.24,7326.27,7521.19,60.27,1
63.41,43.79,33.22,30.18,63.16,7803.09,7888.64,63.66,0
60.90,44.81,30.72,30.18,62.63,7727.68,7863.83,64.03,1
60.17,45.26,31.35,28.83,62.47,7711.44,7889.49,64.55,1
60.90,48.19,30.62,30.28,71.36,8363.87,8609.28,74.07,1
61.84,47.76,31.69,30.15,72.03,8424.88,8611.27,73.87,1
59.71,44.85,29.99,29.72,61.74,7644.35,7755.13,62.90,1
57.46,44.13,29.22,28.24,56.36,7181.57,7381.77,58.59,0
58.49,43.35,29.49,28.99,56.50,7219.47,7318.78,57.56,1
59.37,45.48,30.54,28.83,62.07,7661.51,7856.07,64.30,1
59.46,47.87,30.49,28.97,68.98,8182.02,8387.56,71.36,1
61.65,47.95,31.94,29.71,71.65,8426.49,8634.00,74.22,0
59.59,44.90,31.41,28.18,60.65,7558.88,7754.40,62.90,1
62.12,46.03,31.94,30.18,66.30,8021.10,8252.20,68.90,1
57.19,43.35,29.97,27.22,55.23,7092.50,7196.06,56.28,1
58.79,45.92,31.52,27.27,62.29,7676.55,7895.40,64.92,1
62.57,47.92,31.41,31.16,72.96,8540.76,8722.08,75.22,1
60.76,47.15,30.49,30.27,69.90,8280.41,8361.07,70.72,0
60.69,44.38,30.80,29.89,60.27,7518.74,7749.38,62.58,1
62.14,44.85,32.31,29.83,64.53,7892.27,7995.62,65.45,1
59.96,45.60,31.22,28.74,63.70,7802.55,7942.47,65.30,1
59.06,45.70,29.54,29.52,63.61,7779.41,7872.63,64.59,0
58.50,47.95,29.45,29.05,68.27,8096.83,8302.27,70.41,1
62.43,44.64,33.37,29.06,62.74,7784.57,7980.78,65.15,1
61.44,44.75,32.09,29.35,62.46,7734.89,7905.05,64.43,1
62.15,45.66,32.69,29.46,66.64,8046.41,8174.58,67.84,1
68.90,47.57,35.07,33.83,79.41,9144.64,9311.24,81.65,1
64.05,47.17,32.27,31.79,72.95,8562.51,8708.58,74.64,1
57.65,45.83,30.47,27.18,61.77,7611.65,7760.49,63.41,0
60.32,48.41,31.51,28.81,71.75,8418.53,8597.17,74.02,1
56.26,43.20,29.89,26.37,53.80,6919.13,7077.53,54.98,1
63.01,47.15,31.74,31.27,72.11,8479.23,8594.06,73.34,0
61.15,45.35,32.84,28.31,63.21,7760.29,8006.77,65.83,1
59.04,44.68,30.52,28.52,60.56,7546.64,7651.29,61.70,1
62.67,47.70,31.98,30.69,70.56,8319.01,8684.28,74.67,0
60.41,47.99,30.99,29.42,70.80,8329.48,8511.86,72.84,1
57.22,44.62,30.38,26.84,57.79,7292.57,7463.11,59.66,0
57.01,44.13,30.29,26.72,56.25,7163.71,7339.70,58.13,1
60.24,44.60,32.24,27.99,61.26,7615.08,7755.30,62.75,1
60.81,45.68,30.79,30.02,64.72,7885.29,8042.23,66.42,0
65.66,49.32,34.22,31.44,82.28,9243.37,9376.61,83.61,1
59.67,48.60,30.47,29.20,72.12,8421.16,8570.97,73.81,1
59.51,45.90,30.27,29.24,64.41,7849.94,7960.33,65.65,1
58.88,46.06,30.45,28.43,64.22,7817.75,7932.55,65.41,1
60.65,45.81,31.97,28.68,64.06,7825.45,8057.59,66.65,1
64.16,47.31,33.22,30.93,73.13,8574.95,8751.78,75.20,0
63.33,47.50,31.92,31.41,72.80,8511.06,8707.07,74.81,0
59.11,47.55,31.45,27.66,68.12,8099.84,8280.59,69.97,1
59.18,44.76,30.07,29.11,59.74,7477.25,7683.32,62.09,1
61.37,45.02,30.95,30.42,64.35,7863.84,7956.47,65.14,1
61.23,44.97,34.29,26.94,62.84,7746.51,7938.17,64.85,0
61.69,45.33,32.97,28.72,64.62,7897.85,8057.88,66.38,1
62.88,50.67,31.81,31.07,82.67,9250.72,9388.43,84.52,1
60.95,46.54,30.57,30.38,67.09,8078.47,8246.04,69.12,1
62.17,47.58,32.22,29.95,71.79,8420.34,8605.56,73.71,0
61.39,43.96,30.85,30.54,61.34,7648.99,7727.12,62.11,1
64.57,45.80,32.55,32.02,69.23,8307.70,8450.00,70.91,1
58.09,44.98,29.54,28.55,60.46,7516.76,7622.77,61.55,1
60.13,45.79,30.20,29.93,64.82,7883.89,7999.93,66.03,1
60.46,47.87,33.26,27.20,70.65,8327.15,8496.78,72.56,0
58.29,42.15,29.29,28.99,52.97,6913.92,7051.89,54.23,0
61.35,45.78,31.17,30.18,64.62,7881.36,8119.13,67.31,1
58.90,44.79,31.20,27.70,60.38,7519.75,7663.55,61.88,1
63.29,46.07,33.65,29.64,68.05,8164.61,8382.73,70.34,1
62.92,46.83,32.22,30.70,70.95,8392.42,8514.29,72.26,1
56.76,46.42,29.27,27.49,62.90,7686.92,7796.33,64.05,1
58.18,46.04,31.60,26.59,62.98,7724.54,7860.25,64.57,1
57.51,45.43,29.52,27.99,60.42,7502.54,7659.42,62.14,1
59.88,43.16,30.21,29.67,57.75,7325.11,7411.48,58.40,1
57.26,43.90,28.99,28.27,56.50,7200.30,7315.50,57.79,1
59.04,46.09,31.03,28.02,63.76,7802.25,7954.88,65.66,1
60.62,47.30,30.93,29.68,69.25,8216.68,8379.08,71.00,1
58.74,46.65,30.27,28.47,65.24,7899.31,8044.64,66.93,1
58.60,46.03,30.43,28.16,62.91,7699.92,7896.37,65.00,1
60.63,44.13,32.45,28.18,60.36,7547.25,7692.97,61.83,1
59.19,45.92,30.68,28.51,63.49,7775.14,7933.23,65.35,1
61.44,45.97,31.73,29.71,66.47,8033.94,8170.16,67.97,1
59.67,46.75,30.45,29.21,66.07,7964.02,8160.95,68.28,1
60.41,45.47,30.45,29.96,64.60,7875.89,7957.56,65.40,0
62.12,44.65,32.04,30.08,63.43,7812.61,7948.81,64.83,1
58.83,44.76,30.43,28.40,59.62,7443.69,7648.66,61.71,0
60.84,45.01,31.69,29.15,63.24,7763.13,7900.77,64.53,1
57.88,45.56,30.72,27.16,60.41,7507.51,7726.49,62.91,1
61.08,46.35,32.16,28.93,67.30,8102.34,8220.29,68.72,0
59.91,44.44,30.24,29.67,60.75,7570.53,7686.58,61.96,1
62.02,44.15,31.61,30.42,61.59,7676.50,7832.00,63.32,1
62.51,45.38,31.52,30.99,65.82,8003.31,8147.23,67.39,1
60.55,45.98,31.40,29.15,65.36,7903.41,8083.72,67.03,1
59.85,47.10,30.42,29.43,68.16,8145.20,8257.53,69.53,1
63.08,48.00,33.16,29.92,74.18,8611.42,8796.19,76.10,0
63.06,48.03,32.57,30.50,74.30,8660.26,8799.43,76.16,1
64.16,45.04,32.20,31.95,67.57,8163.63,8238.49,68.15,0
61.37,43.02,30.93,30.43,58.73,7434.71,7524.52,59.47,1
60.74,46.12,31.55,29.19,66.25,7977.60,8132.88,67.64,0
59.76,47.67,32.54,27.22,69.33,8220.96,8377.40,71.11,1
60.38,48.31,31.45,28.93,72.24,8434.93,8582.27,73.80,1
57.65,44.81,30.45,27.20,57.40,7257.02,7544.42,60.61,0
60.26,45.40,30.27,29.99,62.92,7736.41,7927.26,65.03,1
60.09,44.90,30.95,29.14,61.18,7613.46,7802.49,63.43,0
59.53,47.45,31.77,27.77,67.62,8084.67,8303.08,70.18,0
61.19,47.85,31.24,29.95,71.31,8388.15,8563.43,73.37,0
59.43,46.82,32.15,27.28,66.21,7981.87,8155.19,68.21,0
57.31,43.96,29.02,28.30,56.76,7217.40,7331.91,57.99,1
59.88,44.54,30.45,29.43,60.37,7530.71,7705.31,62.21,1
62.86,46.47,33.13,29.73,68.97,8241.63,8427.02,71.07,1
